11,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,ICORE2026,A*,Yes,4606,,
12,ACM Conference on Computer and Communications Security,CCS,ICORE2026,A*,Yes,4604,,
14,ACM Conference on Economics and Computation,EC,ICORE2026,A*,Yes,4602,4613,
26,ACM International Conference on Knowledge Discovery and Data Mining,KDD,ICORE2026,A*,Yes,4605,4611,
27,ACM International Conference on Mobile Computing and Networking,MOBICOM,ICORE2026,A*,Yes,4606,,
29,ACM International Conference on Research and Development in Information Retrieval,SIGIR,ICORE2026,A*,Yes,4605,,
52,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",FSE,ICORE2026,A*,Yes,4612,,
32,ACM International Symposium on Computer Architecture,ISCA,ICORE2026,A*,Yes,CSE,4606,4612
37,ACM Multimedia,ACMMM,ICORE2026,A*,Yes,4603,,
38,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,ICORE2026,A*,Yes,4607,4603,4608
46,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,ICORE2026,A*,Yes,4605,,
48,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,ICORE2026,A*,Yes,4606,,
56,ACM Special Interest Group on Management of Data Conference,SIGMOD,ICORE2026,A*,Yes,4605,,
63,ACM Symposium on Principles of Distributed Computing,PODC,ICORE2026,A*,Yes,4606,,
65,ACM Symposium on Theory of Computing,STOC,ICORE2026,A*,Yes,4613,,
66,ACM Symposium on User Interface Software and Technology,UIST,ICORE2026,A*,Yes,4608,,
82,ACM-SIGACT Symposium on Principles of Programming Languages,POPL,ICORE2026,A*,Yes,4612,,
84,ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,ICORE2026,A*,Yes,4612,,
2310,ACM/IEEE International Conference on Human-Robot Interaction,HRI,ICORE2026,A*,Yes,4608,4602,
80,ACM/SIAM Symposium on Discrete Algorithms,SODA,ICORE2026,A*,Yes,4613,,
94,Advances in Cryptology,CRYPTO,ICORE2026,A*,Yes,4604,,
98,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,ICORE2026,A*,Yes,4611,,
147,Architectural Support for Programming Languages and Operating Systems,ASPLOS,ICORE2026,A*,Yes,4612,4606,
196,Association for Computational Linguistics,ACL,ICORE2026,A*,Yes,4602,,
279,Automated Software Engineering Conference,ASE,ICORE2026,A*,Yes,4612,,
331,Computer Aided Verification,CAV,ICORE2026,A*,Yes,4612,4613,
124,Conference on Learning Theory,COLT,ICORE2026,A*,Yes,4611,4602,
1996,Design Automation Conf,DAC,ICORE2026,A*,Yes,CSE,,
448,Empirical Methods in Natural Language Processing,EMNLP,ICORE2026,A*,Yes,4602,,
479,European Conference on Computer Vision,ECCV,ICORE2026,A*,Yes,4603,,
604,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,ICORE2026,A*,Yes,4603,,
758,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,ICORE2026,A*,Yes,4607,4608,
2074,IEEE International Conference on Computer Communications,INFOCOM,ICORE2026,A*,Yes,4606,,
638,IEEE International Conference on Computer Vision,ICCV,ICORE2026,A*,Yes,4603,,
642,IEEE International Conference on Data Mining,ICDM,ICORE2026,A*,Yes,4605,4611,
669,IEEE International Conference on Pervasive Computing and Communications,PERCOM,ICORE2026,A*,Yes,4608,4606,
2051,IEEE International Conference on Robotics and Automation,ICRA,ICORE2026,A*,Yes,4602,CSE,
745,IEEE Symposium on Foundations of Computer Science,FOCS,ICORE2026,A*,Yes,4613,,
748,IEEE Symposium on Logic in Computer Science,LICS,ICORE2026,A*,Yes,4613,,
