paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,doi,matched_title,n_authors_with_profiles
P0496285,conf/aistats/DengKZ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Near-Optimal Sample Complexity for Iterated CVaR Reinforcement Learning with a Generative Model,3
P0496645,conf/aistats/TimansSSNN25,AISTATS,A,IA / ML,2025,2021-2025,NL,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Max-Rank: Efficient Multiple Testing for Conformal Prediction,5
P0496645,conf/aistats/TimansSSNN25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Max-Rank: Efficient Multiple Testing for Conformal Prediction,5
P0496639,conf/aistats/TesfazgiSH25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Learning Geometrically-Informed Lyapunov Functions with Deep Diffeomorphic RBF Networks,3
P0496542,conf/aistats/ParkC25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Semiparametric conformal prediction,2
P0496636,conf/aistats/TatliMAST25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Risk-sensitive Bandits: Arm Mixture Optimality and Regret-efficient Algorithms,5
P0496636,conf/aistats/TatliMAST25,AISTATS,A,IA / ML,2025,2021-2025,IN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Risk-sensitive Bandits: Arm Mixture Optimality and Regret-efficient Algorithms,5
P0496636,conf/aistats/TatliMAST25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Risk-sensitive Bandits: Arm Mixture Optimality and Regret-efficient Algorithms,5
P0496261,conf/aistats/ChetelatCTZC25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,InnerThoughts: Disentangling Representations and Predictions in Large Language Models,5
P0496193,conf/aistats/BabyHZHWW25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Adapting to Online Distribution Shifts in Deep Learning: A Black-Box Approach,6
P0496315,conf/aistats/FlynnR25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Tighter Confidence Bounds for Sequential Kernel Regression,2
P0496315,conf/aistats/FlynnR25,AISTATS,A,IA / ML,2025,2021-2025,ES,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Tighter Confidence Bounds for Sequential Kernel Regression,2
P0496286,conf/aistats/DengQM25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Stochastic Compositional Minimax Optimization with Provable Convergence Guarantees,3
P0496652,conf/aistats/TulchinskiiVTBB25,AISTATS,A,IA / ML,2025,2021-2025,RU,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,RTD-Lite: Scalable Topological Analysis for Comparing Weighted Graphs in Learning Tasks,5
P0496609,conf/aistats/ShenBB25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Multi-marginal Schrödinger Bridges with Iterative Reference Refinement,3
P0496370,conf/aistats/HuCLWD25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Primal-Dual Spectral Representation for Off-policy Evaluation,5
P0496377,conf/aistats/HukSD25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Your copula is a classifier in disguise: classification-based copula density estimation,3
P0496435,conf/aistats/KwonDCX25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Two-Timescale Linear Stochastic Approximation: Constant Stepsizes Go a Long Way,4
P0496380,conf/aistats/IrwinTJO25,AISTATS,A,IA / ML,2025,2021-2025,SE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,SemlaFlow -- Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,4
P0496559,conf/aistats/PrashantKRS25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Scalable Out-of-Distribution Robustness in the Presence of Unobserved Confounders,4
P0496326,conf/aistats/GaoAYRK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Causal Discovery-Driven Change Point Detection in Time Series,5
P0496540,conf/aistats/PandaG25,AISTATS,A,IA / ML,2025,2021-2025,IN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Copula Based Trainable Calibration Error Estimator of Multi-Label Classification with Label Interdependencies,2
P0496692,conf/aistats/XuG25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Kernel Single Proxy Control for Deterministic Confounding,2
P0496510,conf/aistats/MoreiraMCH25,AISTATS,A,IA / ML,2025,2021-2025,PT,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Learning Visual-Semantic Subspace Representations,4
P0496510,conf/aistats/MoreiraMCH25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Learning Visual-Semantic Subspace Representations,4
P0496353,conf/aistats/HaqueM25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Stochastic Approximation with Unbounded Markovian Noise: A General-Purpose Theorem,2
P0496271,conf/aistats/CorenflosZSSS25,AISTATS,A,IA / ML,2025,2021-2025,FI,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Conditioning diffusion models by explicit forward-backward bridging,5
P0496271,conf/aistats/CorenflosZSSS25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Conditioning diffusion models by explicit forward-backward bridging,5
P0496271,conf/aistats/CorenflosZSSS25,AISTATS,A,IA / ML,2025,2021-2025,SE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Conditioning diffusion models by explicit forward-backward bridging,5
P0496521,conf/aistats/NgXDSZ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Causal Representation Learning from General Environments under Nonparametric Mixing,5
P0496496,conf/aistats/MarzoukBKH25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,On the Computational Tractability of the (Many) Shapley Values,4
P0496496,conf/aistats/MarzoukBKH25,AISTATS,A,IA / ML,2025,2021-2025,IL,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,On the Computational Tractability of the (Many) Shapley Values,4
P0496361,conf/aistats/HerediaSPPNC25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Unveiling the Role of Randomization in Multiclass Adversarial Classification: Insights from Graph Theory,6
P0496361,conf/aistats/HerediaSPPNC25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Unveiling the Role of Randomization in Multiclass Adversarial Classification: Insights from Graph Theory,6
P0496218,conf/aistats/BoschP25,AISTATS,A,IA / ML,2025,2021-2025,SE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,A Novel Convex Gaussian Min Max Theorem for Repeated Features,2
P0496518,conf/aistats/NathK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,"Theoretically Grounded Pruning of Large Ground Sets for Constrained, Discrete Optimization",2
P0496401,conf/aistats/KatoI25,AISTATS,A,IA / ML,2025,2021-2025,JP,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,LC-Tsallis-INF: Generalized Best-of-Both-Worlds Linear Contextual Bandits,2
P0496305,conf/aistats/ErichsonLM25,AISTATS,A,IA / ML,2025,2021-2025,SE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Gated Recurrent Neural Networks with Weighted Time-Delay Feedback,3
P0496305,conf/aistats/ErichsonLM25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Gated Recurrent Neural Networks with Weighted Time-Delay Feedback,3
P0496520,conf/aistats/NeuO25,AISTATS,A,IA / ML,2025,2021-2025,ES,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Offline RL via Feature-Occupancy Gradient Ascent,2
P0496520,conf/aistats/NeuO25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Offline RL via Feature-Occupancy Gradient Ascent,2
P0496511,conf/aistats/MorjariaBGJ25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Density-Dependent Group Testing,4
P0496511,conf/aistats/MorjariaBGJ25,AISTATS,A,IA / ML,2025,2021-2025,IN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Density-Dependent Group Testing,4
P0496511,conf/aistats/MorjariaBGJ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Density-Dependent Group Testing,4
P0496174,conf/aistats/AlbergeMGAV25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Survival Models: Proper Scoring Rule and Stochastic Optimization with Competing Risks,5
P0496531,conf/aistats/OdgersSKMF25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Weighted Sum of Gaussian Process Latent Variable Models,5
P0496531,conf/aistats/OdgersSKMF25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Weighted Sum of Gaussian Process Latent Variable Models,5
P0496451,conf/aistats/LiO25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Towards Cost Sensitive Decision Making,2
P0496527,conf/aistats/NiK25,AISTATS,A,IA / ML,2025,2021-2025,CH,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,A Safe Exploration Approach to Constrained Markov Decision Processes,2
P0496388,conf/aistats/JiWX25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,"Rethinking Neural-based Matrix Inversion: Why can't, and Where can",3
P0496388,conf/aistats/JiWX25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,"Rethinking Neural-based Matrix Inversion: Why can't, and Where can",3
P0496217,conf/aistats/BonnetS25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Nonparametric estimation of Hawkes processes with RKHSs,1
P0496339,conf/aistats/GiorgiCST25,AISTATS,A,IA / ML,2025,2021-2025,IT,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Natural Language Counterfactual Explanations for Graphs Using Large Language Models,4
P0496701,conf/aistats/YangBSHS25,AISTATS,A,IA / ML,2025,2021-2025,DK,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Infinite-dimensional Diffusion Bridge Simulation via Operator Learning,5
P0496629,conf/aistats/SurendranGC25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Theoretical Convergence Guarantees for Variational Autoencoders,3
P0496473,conf/aistats/LuSY25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Diffusion Models under Group Transformations,3
P0496456,conf/aistats/LindonK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Anytime-Valid A/B Testing of Counting Processes,2
P0496389,conf/aistats/JiangFLZ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Fairness Risks for Group-Conditionally Missing Demographics,4
P0496341,conf/aistats/GriesbauerCFH25,AISTATS,A,IA / ML,2025,2021-2025,NO,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,TVineSynth: A Truncated C-Vine Copula Generator of Synthetic Tabular Data to Balance Privacy and Utility,4
P0496700,conf/aistats/YanYZ25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Large Covariance Matrix Estimation With Nonnegative Correlations,3
P0496683,conf/aistats/WilliamsWYLK25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,High-Dimensional Differential Parameter Inference in Exponential Family using Time Score Matching,5
P0496683,conf/aistats/WilliamsWYLK25,AISTATS,A,IA / ML,2025,2021-2025,JP,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,High-Dimensional Differential Parameter Inference in Exponential Family using Time Score Matching,5
P0496683,conf/aistats/WilliamsWYLK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,High-Dimensional Differential Parameter Inference in Exponential Family using Time Score Matching,5
P0496282,conf/aistats/DavarniaK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,A graphical global optimization framework for parameter estimation of statistical models with nonconvex regularization functions,2
P0496274,conf/aistats/CuiHTHLTX25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,A Theoretical Understanding of Chain-of-Thought: Coherent Reasoning and Error-Aware Demonstration,7
P0496491,conf/aistats/MargossianS25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Variational Inference in Location-Scale Families: Exact Recovery of the Mean and Correlation Matrix,2
P0496491,conf/aistats/MargossianS25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Variational Inference in Location-Scale Families: Exact Recovery of the Mean and Correlation Matrix,2
P0496263,conf/aistats/ChoromanskiRSD25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Optimal Time Complexity Algorithms for Computing General Random Walk Graph Kernels on Sparse Graphs,4
P0496409,conf/aistats/KhellafBJ25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Federated Causal Inference: Multi-Study ATE Estimation beyond Meta-Analysis,3
P0496374,conf/aistats/HuangXWZC25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Enhanced Adaptive Gradient Algorithms for Nonconvex-PL Minimax Optimization,5
P0496374,conf/aistats/HuangXWZC25,AISTATS,A,IA / ML,2025,2021-2025,ES,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Enhanced Adaptive Gradient Algorithms for Nonconvex-PL Minimax Optimization,5
P0496374,conf/aistats/HuangXWZC25,AISTATS,A,IA / ML,2025,2021-2025,FI,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Enhanced Adaptive Gradient Algorithms for Nonconvex-PL Minimax Optimization,5
P0496458,conf/aistats/Liu25a,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,FreqMoE: Enhancing Time Series Forecasting through Frequency Decomposition Mixture of Experts,1
P0496324,conf/aistats/GaneshMA25,AISTATS,A,IA / ML,2025,2021-2025,IN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Order-Optimal Regret with Novel Policy Gradient Approaches in Infinite-Horizon Average Reward MDPs,3
P0496324,conf/aistats/GaneshMA25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Order-Optimal Regret with Novel Policy Gradient Approaches in Infinite-Horizon Average Reward MDPs,3
P0496660,conf/aistats/WahlR25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Separation-Based Distance Measures for Causal Graphs,2
P0496392,conf/aistats/JimenezK25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Vecchia Gaussian Process Ensembles on Internal Representations of Deep Neural Networks,2
P0496373,conf/aistats/HuangPB25,AISTATS,A,IA / ML,2025,2021-2025,AT,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Sparse Causal Effect Estimation using Two-Sample Summary Statistics in the Presence of Unmeasured Confounding,2
P0496373,conf/aistats/HuangPB25,AISTATS,A,IA / ML,2025,2021-2025,CH,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Sparse Causal Effect Estimation using Two-Sample Summary Statistics in the Presence of Unmeasured Confounding,2
P0496687,conf/aistats/XiaLSZ25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Covariance Selection over Networks,4
P0496687,conf/aistats/XiaLSZ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Covariance Selection over Networks,4
P0496170,conf/aistats/AbelesNC25,AISTATS,A,IA / ML,2025,2021-2025,ES,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Online-to-PAC generalization bounds under graph-mixing dependencies,3
P0496170,conf/aistats/AbelesNC25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Online-to-PAC generalization bounds under graph-mixing dependencies,3
P0496640,conf/aistats/ThakurGMGSBBC25,AISTATS,A,IA / ML,2025,2021-2025,CH,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Information Transfer Across Clinical Tasks via Adaptive Parameter Optimisation,6
P0496640,conf/aistats/ThakurGMGSBBC25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Information Transfer Across Clinical Tasks via Adaptive Parameter Optimisation,6
P0496316,conf/aistats/FonioEA25,AISTATS,A,IA / ML,2025,2021-2025,IT,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Hyperbolic Prototypical Entailment Cones for Image Classification,3
P0496367,conf/aistats/HongPP25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Do Regularization Methods for Shortcut Mitigation Work As Intended?,2
P0496600,conf/aistats/SchubertCM25,AISTATS,A,IA / ML,2025,2021-2025,NL,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,SNAP: Sequential Non-Ancestor Pruning for Targeted Causal Effect Estimation With an Unknown Graph,3
P0496643,conf/aistats/TiapkinCS25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Narrowing the Gap between Adversarial and Stochastic MDPs via Policy Optimization,3
P0496351,conf/aistats/HanWSHW25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,A Differential Inclusion Approach for Learning Heterogeneous Sparsity in Neuroimaging Analysis,5
P0496515,conf/aistats/NagarV25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Parallel Backpropagation for Inverse of a Convolution with Application to Normalizing Flows,2
P0496515,conf/aistats/NagarV25,AISTATS,A,IA / ML,2025,2021-2025,IN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Parallel Backpropagation for Inverse of a Convolution with Application to Normalizing Flows,2
P0496589,conf/aistats/SahitajSYMR25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Independent Learning in Performative Markov Potential Games,5
P0496589,conf/aistats/SahitajSYMR25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Independent Learning in Performative Markov Potential Games,5
P0496589,conf/aistats/SahitajSYMR25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Independent Learning in Performative Markov Potential Games,5
P0496428,conf/aistats/KuhnS25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Global Ground Metric Learning with Applications to scRNA data,2
P0496205,conf/aistats/BazinetZG25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Sample Compression Unleashed: New Generalization Bounds for Real Valued Losses,3
P0496590,conf/aistats/SaiapinB25,AISTATS,A,IA / ML,2025,2021-2025,NL,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Tensor Network Based Feature Learning Model,2
P0496440,conf/aistats/LazzaroP25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Fixed-Budget Change Point Identification in Piecewise Constant Bandits,2
P0496642,conf/aistats/ThorntonBZBNZ25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Composition and Control with Distilled Energy Diffusion Models and Sequential Monte Carlo,6
P0496642,conf/aistats/ThorntonBZBNZ25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Composition and Control with Distilled Energy Diffusion Models and Sequential Monte Carlo,6
P0496642,conf/aistats/ThorntonBZBNZ25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Composition and Control with Distilled Energy Diffusion Models and Sequential Monte Carlo,6
P0496642,conf/aistats/ThorntonBZBNZ25,AISTATS,A,IA / ML,2025,2021-2025,US,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Composition and Control with Distilled Energy Diffusion Models and Sequential Monte Carlo,6
P0496332,conf/aistats/GazinHRS25,AISTATS,A,IA / ML,2025,2021-2025,FR,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Powerful batch conformal prediction for classification,1
P0496447,conf/aistats/LiKR25,AISTATS,A,IA / ML,2025,2021-2025,CA,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,On the Identifiability of Causal Abstractions,3
P0496488,conf/aistats/MandalR25,AISTATS,A,IA / ML,2025,2021-2025,DE,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Performative Reinforcement Learning with Linear Markov Decision Process,2
P0496488,conf/aistats/MandalR25,AISTATS,A,IA / ML,2025,2021-2025,GB,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Performative Reinforcement Learning with Linear Markov Decision Process,2
P0496375,conf/aistats/HuangZL25,AISTATS,A,IA / ML,2025,2021-2025,CN,openreview_expanded,expanded_venue_profile_title_match,1.0,title_exact,aistats.org/AISTATS/2025/Conference,,Differential Privacy in Distributed Learning: Beyond Uniformly Bounded Stochastic Gradients,3
