paper_id,dblp_key,congress,level,area,year,window,doi,status
P0035976,conf/icse/Mantyla04,ICSE,A*,Ing. del Software,2004,2001-2005,10.1109/ICSE.2004.1317418,found_no_affiliation_country
P0036002,conf/icse/Selic04,ICSE,A*,Ing. del Software,2004,2001-2005,10.1109/ICSE.2004.1317514,found_no_affiliation_country
P0036020,conf/icse/ZhangGZ04,ICSE,A*,Ing. del Software,2004,2001-2005,10.1109/ICSE.2004.1317472,found_no_affiliation_country
P0036035,conf/icsm/Chapin04,ICSME,A,Ing. del Software,2004,2001-2005,10.1109/ICSM.2004.1357864,found_no_affiliation_country
P0036068,conf/icsm/MantylaVL04,ICSME,A,Ing. del Software,2004,2001-2005,10.1109/ICSM.2004.1357825,found_no_affiliation_country
P0036091,conf/icsm/SoodD04,ICSME,A,Ing. del Software,2004,2001-2005,10.1109/ICSM.2004.1357851,found_no_affiliation_country
P0036144,conf/icws/Agarwal04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314731,found_no_affiliation_country
P0036156,conf/icws/BrettleckerSS04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314758,found_no_affiliation_country
P0036161,conf/icws/ChengCCEFLLSW04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314790,found_no_affiliation_country
P0036171,conf/icws/DeepakJP04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314801,found_no_affiliation_country
P0036178,conf/icws/Eberhart04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314730,found_no_affiliation_country
P0036184,conf/icws/Feig04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314709,found_no_affiliation_country
P0036189,conf/icws/Fuchs04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314794,found_no_affiliation_country
P0036237,conf/icws/SashimaIK04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314959,found_no_affiliation_country
P0036238,conf/icws/SchmietendorfDR04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314788,found_no_affiliation_country
P0036245,conf/icws/TariqK04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314751,found_no_affiliation_country
P0036247,conf/icws/TaylorSM04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314764,found_no_affiliation_country
P0036248,conf/icws/Tenenbaum04,ICWS,A,Redes,2004,2001-2005,10.1109/ICWS.2004.1314710,found_no_affiliation_country
P0036417,conf/infocom/AlicherryB04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354490,found_no_affiliation_country
P0036422,conf/infocom/AndrewsZ04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354581,found_no_affiliation_country
P0036429,conf/infocom/BalakrishnanDEA04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354642,found_no_affiliation_country
P0036437,conf/infocom/BocheS04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1356994,found_no_affiliation_country
P0036442,conf/infocom/BuCR04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354600,found_no_affiliation_country
P0036450,conf/infocom/ChanR04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354599,found_no_affiliation_country
P0036504,conf/infocom/GwonJK04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1356990,found_no_affiliation_country
P0036533,conf/infocom/KodialamLS04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354655,found_no_affiliation_country
P0036534,conf/infocom/KoksalGR04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354605,found_no_affiliation_country
P0036587,conf/infocom/Perlman04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1357007,found_no_affiliation_country
P0036597,conf/infocom/Rosberg04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1356991,found_no_affiliation_country
P0036607,conf/infocom/ShavittT04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354510,found_no_affiliation_country
P0036654,conf/infocom/YeLLZ04,INFOCOM,A*,Redes,2004,2001-2005,10.1109/INFCOM.2004.1354666,found_no_affiliation_country
P0036738,conf/ipps/CaoZ04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1302989,found_no_affiliation_country
P0036745,conf/ipps/CelebiogluSLHMR04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1303311,found_no_affiliation_country
P0036780,conf/ipps/Drusinsky04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1303343,found_no_affiliation_country
P0036781,conf/ipps/DutotEMT04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1303173,found_no_affiliation_country
P0036926,conf/ipps/LuZ04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1303182,found_no_affiliation_country
P0036989,conf/ipps/SanchoPJFF04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1302982,found_no_affiliation_country
P0037011,conf/ipps/SolterT04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1302940,found_no_affiliation_country
P0037035,conf/ipps/Traff04,IPDPS,A,Sistemas,2004,2001-2005,10.1109/IPDPS.2004.1303019,found_no_affiliation_country
P0037099,conf/iros/AmmiF04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389414,found_no_affiliation_country
P0037151,conf/iros/ChemoriA04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389745,found_no_affiliation_country
P0037171,conf/iros/ChuyHK04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389750,found_no_affiliation_country
P0037227,conf/iros/GuanYST04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389341,found_no_affiliation_country
P0037251,conf/iros/HirataHK04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1390018,found_no_affiliation_country
P0037254,conf/iros/HofmannMPH04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389683,found_no_affiliation_country
P0037258,conf/iros/Horiuchi04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389984,found_no_affiliation_country
P0037278,conf/iros/InookaKA04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389527,found_no_affiliation_country
P0037311,conf/iros/KarlssonMGOBP04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389862,found_no_affiliation_country
P0037315,conf/iros/KawanoA04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389467,found_no_affiliation_country
P0037403,conf/iros/Lingelbach04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389834,found_no_affiliation_country
P0037435,conf/iros/McBeanB04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389459,found_no_affiliation_country
P0037442,conf/iros/MerzoukiBIC04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389773,found_no_affiliation_country
P0037450,conf/iros/MiltonGK04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389873,found_no_affiliation_country
P0037462,conf/iros/MojaevZ04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389581,found_no_affiliation_country
P0037469,conf/iros/MoriokaH04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389352,found_no_affiliation_country
P0037574,conf/iros/SalemiWS04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389811,found_no_affiliation_country
P0037575,conf/iros/SarakoglouTC04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389861,found_no_affiliation_country
P0037621,conf/iros/StiefelhagenFGHNW04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389771,found_no_affiliation_country
P0037622,conf/iros/StiehlB04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389868,found_no_affiliation_country
P0037632,conf/iros/SvininMLH04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389348,found_no_affiliation_country
P0037650,conf/iros/TapusRDS04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389900,found_no_affiliation_country
P0037655,conf/iros/TelleSUYT04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1390042,found_no_affiliation_country
P0037682,conf/iros/VarshavskayaKR04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389808,found_no_affiliation_country
P0037683,conf/iros/VasquezLFL04,IROS,A,IA / ML,2004,2001-2005,10.1109/IROS.2004.1389333,found_no_affiliation_country
P0037756,conf/isca/ChouFA04,ISCA,A*,Sistemas,2004,2001-2005,10.1109/ISCA.2004.1310765,found_no_affiliation_country
P0037761,conf/isca/HangalVMLS04,ISCA,A*,Sistemas,2004,2001-2005,10.1109/ISCA.2004.1310768,found_no_affiliation_country
P0037765,conf/isca/KrashinskyBHGPCA04,ISCA,A*,Sistemas,2004,2001-2005,10.1109/ISCA.2004.1310763,found_no_affiliation_country
P0037771,conf/isca/PowellV04,ISCA,A*,Sistemas,2004,2001-2005,10.1109/ISCA.2004.1310782,found_no_affiliation_country
P0037777,conf/isca/VijaykumarC04,ISCA,A*,Sistemas,2004,2001-2005,10.1109/ISCA.2004.1310762,found_no_affiliation_country
P0037785,conf/islped/Bryant04,ISLPED,A,Sistemas,2004,2001-2005,10.1145/1013235.1013236,found_no_affiliation_country
P0037793,conf/islped/Datta04,ISLPED,A,Sistemas,2004,2001-2005,10.1145/1013235.1013240,found_no_affiliation_country
P0037800,conf/islped/HuBSZJB04,ISLPED,A,Sistemas,2004,2001-2005,10.1145/1013235.1013249,found_no_affiliation_country
P0037803,conf/islped/Jacobson04,ISLPED,A,Sistemas,2004,2001-2005,10.1145/1013235.1013248,found_no_affiliation_country
P0038023,conf/semweb/Preist04,ISWC,A,Bases de datos,2004,2001-2005,10.1007/978-3-540-30475-3_28,found_no_affiliation_country
P0038036,conf/itc/Aitken04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387365,found_no_affiliation_country
P0038045,conf/itc/Benware04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387426,found_no_affiliation_country
P0038054,conf/itc/CabbiboCJ04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387326,found_no_affiliation_country
P0038075,conf/itc/GavardoniJPC04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387400,found_no_affiliation_country
P0038087,conf/itc/HeinekenK04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387338,found_no_affiliation_country
P0038102,conf/itc/Khare04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387453,found_no_affiliation_country
P0038116,conf/itc/Li04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387441,found_no_affiliation_country
P0038117,conf/itc/Li04a,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387444,found_no_affiliation_country
P0038120,conf/itc/Madge04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386930,found_no_affiliation_country
P0038125,conf/itc/MarkF04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387000,found_no_affiliation_country
P0038141,conf/itc/Njinda04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387379,found_no_affiliation_country
P0038148,conf/itc/Pateras04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387421,found_no_affiliation_country
P0038155,conf/itc/PramanickKEASP04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386977,found_no_affiliation_country
P0038166,conf/itc/RehaniAMTS04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386951,found_no_affiliation_country
P0038168,conf/itc/Resnick04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387351,found_no_affiliation_country
P0038170,conf/itc/Robinson04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387416,found_no_affiliation_country
P0038179,conf/itc/Shimanouchi04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386994,found_no_affiliation_country
P0038183,conf/itc/SivaramSMJ04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387336,found_no_affiliation_country
P0038192,conf/itc/SunterRC04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386941,found_no_affiliation_country
P0038194,conf/itc/Syed04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386995,found_no_affiliation_country
P0038195,conf/itc/TabatabaeiLB04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387406,found_no_affiliation_country
P0038211,conf/itc/West04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387418,found_no_affiliation_country
P0038212,conf/itc/WestJ04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387398,found_no_affiliation_country
P0038217,conf/itc/X04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386912,found_no_affiliation_country
P0038218,conf/itc/X04a,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386914,found_no_affiliation_country
P0038219,conf/itc/X04b,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386915,found_no_affiliation_country
P0038220,conf/itc/X04c,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386921,found_no_affiliation_country
P0038221,conf/itc/X04d,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386922,found_no_affiliation_country
P0038222,conf/itc/X04e,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386923,found_no_affiliation_country
P0038223,conf/itc/X04f,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386924,found_no_affiliation_country
P0038224,conf/itc/X04g,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386925,found_no_affiliation_country
P0038225,conf/itc/X04h,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386927,found_no_affiliation_country
P0038226,conf/itc/X04i,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386928,found_no_affiliation_country
P0038227,conf/itc/X04j,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386931,found_no_affiliation_country
P0038228,conf/itc/X04k,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1386932,found_no_affiliation_country
P0038241,conf/itc/Zorian04,ITC,A,Sistemas,2004,2001-2005,10.1109/TEST.2004.1387452,found_no_affiliation_country
P0038256,conf/iui/CenaT04,IUI,A,HCI,2004,2001-2005,10.1145/964442.964487,found_no_affiliation_country
P0038304,conf/iui/PennerS04,IUI,A,HCI,2004,2001-2005,10.1145/964442.964535,found_no_affiliation_country
P0038331,conf/interspeech/AbregoOTS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-183,found_no_affiliation_country
P0038334,conf/interspeech/AhadiSBF04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-619,found_no_affiliation_country
P0038335,conf/interspeech/Aist04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-768,found_no_affiliation_country
P0038337,conf/interspeech/AkitaK04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-368,found_no_affiliation_country
P0038339,conf/interspeech/AliasLSSSF04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-451,found_no_affiliation_country
P0038343,conf/interspeech/Alumae04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-165,found_no_affiliation_country
P0038344,conf/interspeech/AmanoNK04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-602,found_no_affiliation_country
P0038347,conf/interspeech/AnguitaHA04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-531,found_no_affiliation_country
P0038348,conf/interspeech/AnguitaPHB04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-564,found_no_affiliation_country
P0038349,conf/interspeech/AnsaryS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-621,found_no_affiliation_country
P0038351,conf/interspeech/AriyoshiNT04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-682,found_no_affiliation_country
P0038352,conf/interspeech/AronowitzBA04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-252,found_no_affiliation_country
P0038353,conf/interspeech/AronowitzBA04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-516,found_no_affiliation_country
P0038354,conf/interspeech/AroraAVA04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-743,found_no_affiliation_country
P0038355,conf/interspeech/AsaiMSS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-708,found_no_affiliation_country
P0038357,conf/interspeech/AthineosHE04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-344,found_no_affiliation_country
P0038360,conf/interspeech/Badino04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-246,found_no_affiliation_country
P0038361,conf/interspeech/BadinoBQ04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-312,found_no_affiliation_country
P0038365,conf/interspeech/BanMIIT04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-678,found_no_affiliation_country
P0038371,conf/interspeech/BenZeghibaB04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-527,found_no_affiliation_country
P0038372,conf/interspeech/Beringer04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-480,found_no_affiliation_country
P0038373,conf/interspeech/Beringer04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-650,found_no_affiliation_country
P0038374,conf/interspeech/BernsenD04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-137,found_no_affiliation_country
P0038375,conf/interspeech/BernsteinBRJ04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-584,found_no_affiliation_country
P0038376,conf/interspeech/Berthommier04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-431,found_no_affiliation_country
P0038377,conf/interspeech/BeskowEGW04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-586,found_no_affiliation_country
P0038378,conf/interspeech/BetserBBG04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-523,found_no_affiliation_country
P0038379,conf/interspeech/Bhler04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-772,found_no_affiliation_country
P0038382,conf/interspeech/BlackBHLM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-588,found_no_affiliation_country
P0038383,conf/interspeech/Blanchon04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-56,found_no_affiliation_country
P0038384,conf/interspeech/Blodgett04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-752,found_no_affiliation_country
P0038394,conf/interspeech/Bridle04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-281,found_no_affiliation_country
P0038395,conf/interspeech/BritoYM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-628,found_no_affiliation_country
P0038398,conf/interspeech/Burget04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-691,found_no_affiliation_country
P0038402,conf/interspeech/Campbell04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-320,found_no_affiliation_country
P0038404,conf/interspeech/CerisaraFMI04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-639,found_no_affiliation_country
P0038406,conf/interspeech/Chaloupka04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-428,found_no_affiliation_country
P0038407,conf/interspeech/ChanRRS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-272,found_no_affiliation_country
P0038409,conf/interspeech/ChateauMB04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-321,found_no_affiliation_country
P0038410,conf/interspeech/ChatzichrisafisDDH04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-7,found_no_affiliation_country
P0038411,conf/interspeech/ChaudhariR04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-533,found_no_affiliation_country
P0038413,conf/interspeech/Chen04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-766,found_no_affiliation_country
P0038416,conf/interspeech/ChenLGA04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-356,found_no_affiliation_country
P0038418,conf/interspeech/ChenWW04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-225,found_no_affiliation_country
P0038420,conf/interspeech/ChetouaniGZF04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-500,found_no_affiliation_country
P0038421,conf/interspeech/CheungYMK04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-522,found_no_affiliation_country
P0038427,conf/interspeech/ChoKY04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-267,found_no_affiliation_country
P0038434,conf/interspeech/ChouL04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-257,found_no_affiliation_country
P0038437,conf/interspeech/ChungLHJ04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-45,found_no_affiliation_country
P0038438,conf/interspeech/ChungWSFT04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-556,found_no_affiliation_country
P0038443,conf/interspeech/ClermontM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-475,found_no_affiliation_country
P0038444,conf/interspeech/CooperC04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-197,found_no_affiliation_country
P0038446,conf/interspeech/Cox04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-629,found_no_affiliation_country
P0038451,conf/interspeech/DavelB04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-672,found_no_affiliation_country
P0038452,conf/interspeech/DavelB04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-676,found_no_affiliation_country
P0038455,conf/interspeech/DelcroixHM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-319,found_no_affiliation_country
P0038460,conf/interspeech/DeneckeDN04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-149,found_no_affiliation_country
P0038461,conf/interspeech/DengDA04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-352,found_no_affiliation_country
P0038465,conf/interspeech/DingX04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-105,found_no_affiliation_country
P0038467,conf/interspeech/DolfingBH04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-369,found_no_affiliation_country
P0038468,conf/interspeech/DouglasAABRSV04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-124,found_no_affiliation_country
P0038472,conf/interspeech/Dusan04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-66,found_no_affiliation_country
P0038475,conf/interspeech/Ebukuro04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-646,found_no_affiliation_country
P0038478,conf/interspeech/El-YazeedKE04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-521,found_no_affiliation_country
P0038479,conf/interspeech/En-NajjaryRC04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-452,found_no_affiliation_country
P0038480,conf/interspeech/En-NajjaryRC04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-453,found_no_affiliation_country
P0038481,conf/interspeech/Engwall04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-196,found_no_affiliation_country
P0038482,conf/interspeech/Engwall04a,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-405,found_no_affiliation_country
P0038485,conf/interspeech/ErrityMI04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-716,found_no_affiliation_country
P0038488,conf/interspeech/FabbrizioL04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-769,found_no_affiliation_country
P0038489,conf/interspeech/FaccoFGV04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-698,found_no_affiliation_country
P0038492,conf/interspeech/Fang04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-67,found_no_affiliation_country
P0038497,conf/interspeech/FerragneP04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-39,found_no_affiliation_country
P0038500,conf/interspeech/FlegoAO04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-393,found_no_affiliation_country
P0038501,conf/interspeech/FohrMCI04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-162,found_no_affiliation_country
P0038502,conf/interspeech/FohrMIC04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-263,found_no_affiliation_country
P0038503,conf/interspeech/FousekGHS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-664,found_no_affiliation_country
P0038505,conf/interspeech/FratiKK04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-520,found_no_affiliation_country
P0038507,conf/interspeech/FuPC04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-590,found_no_affiliation_country
P0038508,conf/interspeech/FugenHW04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-110,found_no_affiliation_country
P0038509,conf/interspeech/FujieKYK04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-732,found_no_affiliation_country
P0038511,conf/interspeech/FujimuraITI04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-684,found_no_affiliation_country
P0038519,conf/interspeech/GangashettySY04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-377,found_no_affiliation_country
P0038520,conf/interspeech/GauvainMS04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-28,found_no_affiliation_country
P0038521,conf/interspeech/GeorgiouNM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-313,found_no_affiliation_country
P0038522,conf/interspeech/GerosaG04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-572,found_no_affiliation_country
P0038523,conf/interspeech/Geumann04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-673,found_no_affiliation_country
P0038524,conf/interspeech/GhadiyaramNTM04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-169,found_no_affiliation_country
P0038528,conf/interspeech/GiulianiGB04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-9,found_no_affiliation_country
P0038529,conf/interspeech/Godino-LlorenteBVPMO04,Interspeech,A,IA / ML,2004,2001-2005,10.21437/Interspeech.2004-84,found_no_affiliation_country
