level,window,country_code,country_articles,eu27_uk_articles,resolved_articles,country_name,is_eu27_uk,share_eu27_uk,share_eu27_uk_pct
A*,2016-2020,CI,3,16447,59170,CI,False,0.000182,0.018
A*,2016-2020,ET,3,16447,59170,ET,False,0.000182,0.018
A*,2016-2020,GH,3,16447,59170,GH,False,0.000182,0.018
A*,2016-2020,LT,3,16447,59170,LT,True,0.000182,0.018
A*,2016-2020,MZ,3,16447,59170,MZ,False,0.000182,0.018
A*,2016-2020,NP,3,16447,59170,NP,False,0.000182,0.018
A*,2016-2020,TN,3,16447,59170,TN,False,0.000182,0.018
A*,2016-2020,TZ,3,16447,59170,TZ,False,0.000182,0.018
A*,2016-2020,UG,3,16447,59170,UG,False,0.000182,0.018
A*,2016-2020,UZ,3,16447,59170,UZ,False,0.000182,0.018
A*,2016-2020,YE,3,16447,59170,YE,False,0.000182,0.018
A*,2016-2020,AL,2,16447,59170,AL,False,0.000122,0.012
A*,2016-2020,AM,2,16447,59170,AM,False,0.000122,0.012
A*,2016-2020,BO,2,16447,59170,BO,False,0.000122,0.012
A*,2016-2020,CU,2,16447,59170,CU,False,0.000122,0.012
A*,2016-2020,JO,2,16447,59170,JO,False,0.000122,0.012
A*,2016-2020,KE,2,16447,59170,KE,False,0.000122,0.012
A*,2016-2020,NC,2,16447,59170,NC,False,0.000122,0.012
A*,2016-2020,BN,1,16447,59170,BN,False,6.1e-05,0.006
A*,2016-2020,BW,1,16447,59170,BW,False,6.1e-05,0.006
A*,2016-2020,CD,1,16447,59170,CD,False,6.1e-05,0.006
A*,2016-2020,CM,1,16447,59170,CM,False,6.1e-05,0.006
A*,2016-2020,GT,1,16447,59170,GT,False,6.1e-05,0.006
A*,2016-2020,KP,1,16447,59170,KP,False,6.1e-05,0.006
A*,2016-2020,KW,1,16447,59170,KW,False,6.1e-05,0.006
A*,2016-2020,LI,1,16447,59170,LI,False,6.1e-05,0.006
A*,2016-2020,MD,1,16447,59170,MD,False,6.1e-05,0.006
A*,2016-2020,ML,1,16447,59170,ML,False,6.1e-05,0.006
A*,2016-2020,MN,1,16447,59170,MN,False,6.1e-05,0.006
A*,2016-2020,MU,1,16447,59170,MU,False,6.1e-05,0.006
A*,2016-2020,NI,1,16447,59170,NI,False,6.1e-05,0.006
A*,2016-2020,PY,1,16447,59170,PY,False,6.1e-05,0.006
A*,2016-2020,SL,1,16447,59170,SL,False,6.1e-05,0.006
A*,2016-2020,SM,1,16447,59170,SM,False,6.1e-05,0.006
A*,2016-2020,SN,1,16447,59170,SN,False,6.1e-05,0.006
A*,2016-2020,TT,1,16447,59170,TT,False,6.1e-05,0.006
A*,2016-2020,VA,1,16447,59170,VA,False,6.1e-05,0.006
A*,2021-2025,US,48435,28856,117480,United States,False,1.678507,167.851
A*,2021-2025,CN,43425,28856,117480,China,False,1.504886,150.489
A*,2021-2025,GB,10260,28856,117480,United Kingdom,True,0.355559,35.556
A*,2021-2025,DE,7729,28856,117480,Germany,True,0.267847,26.785
A*,2021-2025,HK,6654,28856,117480,Hong Kong,False,0.230593,23.059
A*,2021-2025,CA,6302,28856,117480,Canada,False,0.218395,21.839
A*,2021-2025,SG,5873,28856,117480,Singapore,False,0.203528,20.353
A*,2021-2025,KR,5136,28856,117480,South Korea,False,0.177987,17.799
A*,2021-2025,AU,4896,28856,117480,Australia,False,0.16967,16.967
A*,2021-2025,FR,3895,28856,117480,France,True,0.134981,13.498
A*,2021-2025,CH,3757,28856,117480,Switzerland,False,0.130198,13.02
A*,2021-2025,JP,3335,28856,117480,Japan,False,0.115574,11.557
A*,2021-2025,IL,2486,28856,117480,Israel,False,0.086152,8.615
A*,2021-2025,NL,2188,28856,117480,Netherlands,True,0.075825,7.582
A*,2021-2025,IT,2144,28856,117480,Italy,True,0.0743,7.43
A*,2021-2025,IN,2080,28856,117480,India,False,0.072082,7.208
A*,2021-2025,SE,1372,28856,117480,Sweden,True,0.047546,4.755
A*,2021-2025,AT,1256,28856,117480,Austria,True,0.043526,4.353
A*,2021-2025,DK,1127,28856,117480,Denmark,True,0.039056,3.906
A*,2021-2025,TW,1013,28856,117480,Taiwan,False,0.035105,3.511
A*,2021-2025,ES,1010,28856,117480,Spain,True,0.035001,3.5
A*,2021-2025,AE,950,28856,117480,AE,False,0.032922,3.292
A*,2021-2025,PL,764,28856,117480,Poland,True,0.026476,2.648
A*,2021-2025,RU,669,28856,117480,RU,False,0.023184,2.318
A*,2021-2025,FI,645,28856,117480,Finland,True,0.022352,2.235
A*,2021-2025,BE,638,28856,117480,Belgium,True,0.02211,2.211
A*,2021-2025,MO,492,28856,117480,MO,False,0.01705,1.705
A*,2021-2025,SA,488,28856,117480,SA,False,0.016912,1.691
A*,2021-2025,CZ,440,28856,117480,Czechia,True,0.015248,1.525
A*,2021-2025,NO,387,28856,117480,Norway,False,0.013411,1.341
A*,2021-2025,GR,361,28856,117480,Greece,True,0.01251,1.251
A*,2021-2025,NZ,316,28856,117480,NZ,False,0.010951,1.095
A*,2021-2025,MX,287,28856,117480,MX,False,0.009946,0.995
A*,2021-2025,PT,285,28856,117480,Portugal,True,0.009877,0.988
A*,2021-2025,IE,265,28856,117480,Ireland,True,0.009184,0.918
A*,2021-2025,VN,257,28856,117480,VN,False,0.008906,0.891
A*,2021-2025,BR,249,28856,117480,Brazil,False,0.008629,0.863
A*,2021-2025,KY,201,28856,117480,KY,False,0.006966,0.697
A*,2021-2025,BD,160,28856,117480,BD,False,0.005545,0.554
A*,2021-2025,LU,155,28856,117480,LU,True,0.005371,0.537
A*,2021-2025,TR,138,28856,117480,TR,False,0.004782,0.478
A*,2021-2025,CL,128,28856,117480,CL,False,0.004436,0.444
A*,2021-2025,IR,127,28856,117480,IR,False,0.004401,0.44
A*,2021-2025,HU,80,28856,117480,HU,True,0.002772,0.277
A*,2021-2025,MY,79,28856,117480,MY,False,0.002738,0.274
A*,2021-2025,ZA,79,28856,117480,ZA,False,0.002738,0.274
A*,2021-2025,BG,77,28856,117480,BG,True,0.002668,0.267
A*,2021-2025,PK,76,28856,117480,PK,False,0.002634,0.263
A*,2021-2025,SK,74,28856,117480,SK,True,0.002564,0.256
A*,2021-2025,QA,72,28856,117480,QA,False,0.002495,0.25
A*,2021-2025,RO,70,28856,117480,RO,True,0.002426,0.243
A*,2021-2025,TH,69,28856,117480,TH,False,0.002391,0.239
A*,2021-2025,JM,63,28856,117480,JM,False,0.002183,0.218
A*,2021-2025,SI,62,28856,117480,SI,True,0.002149,0.215
A*,2021-2025,DZ,59,28856,117480,DZ,False,0.002045,0.204
A*,2021-2025,CY,55,28856,117480,CY,True,0.001906,0.191
A*,2021-2025,MK,54,28856,117480,MK,False,0.001871,0.187
A*,2021-2025,AR,51,28856,117480,AR,False,0.001767,0.177
A*,2021-2025,EG,48,28856,117480,EG,False,0.001663,0.166
A*,2021-2025,ID,44,28856,117480,ID,False,0.001525,0.152
A*,2021-2025,EE,39,28856,117480,EE,True,0.001352,0.135
A*,2021-2025,CO,31,28856,117480,CO,False,0.001074,0.107
A*,2021-2025,KP,27,28856,117480,KP,False,0.000936,0.094
A*,2021-2025,NG,26,28856,117480,NG,False,0.000901,0.09
A*,2021-2025,SS,26,28856,117480,SS,False,0.000901,0.09
A*,2021-2025,ET,22,28856,117480,ET,False,0.000762,0.076
A*,2021-2025,HR,22,28856,117480,HR,True,0.000762,0.076
A*,2021-2025,BI,21,28856,117480,BI,False,0.000728,0.073
A*,2021-2025,IS,21,28856,117480,IS,False,0.000728,0.073
A*,2021-2025,UA,20,28856,117480,UA,False,0.000693,0.069
A*,2021-2025,PH,19,28856,117480,PH,False,0.000658,0.066
A*,2021-2025,ZW,19,28856,117480,ZW,False,0.000658,0.066
A*,2021-2025,RS,18,28856,117480,RS,False,0.000624,0.062
A*,2021-2025,EC,17,28856,117480,EC,False,0.000589,0.059
A*,2021-2025,CR,15,28856,117480,CR,False,0.00052,0.052
A*,2021-2025,GH,15,28856,117480,GH,False,0.00052,0.052
A*,2021-2025,LB,15,28856,117480,LB,False,0.00052,0.052
A*,2021-2025,ME,14,28856,117480,ME,False,0.000485,0.049
A*,2021-2025,KE,13,28856,117480,KE,False,0.000451,0.045
A*,2021-2025,LK,13,28856,117480,LK,False,0.000451,0.045
A*,2021-2025,DO,12,28856,117480,DO,False,0.000416,0.042
A*,2021-2025,TN,12,28856,117480,TN,False,0.000416,0.042
A*,2021-2025,KZ,11,28856,117480,KZ,False,0.000381,0.038
A*,2021-2025,PS,11,28856,117480,PS,False,0.000381,0.038
A*,2021-2025,RW,10,28856,117480,RW,False,0.000347,0.035
A*,2021-2025,AM,9,28856,117480,AM,False,0.000312,0.031
A*,2021-2025,MA,9,28856,117480,MA,False,0.000312,0.031
A*,2021-2025,MW,9,28856,117480,MW,False,0.000312,0.031
A*,2021-2025,PE,9,28856,117480,PE,False,0.000312,0.031
A*,2021-2025,YE,9,28856,117480,YE,False,0.000312,0.031
A*,2021-2025,CM,8,28856,117480,CM,False,0.000277,0.028
A*,2021-2025,LV,8,28856,117480,LV,True,0.000277,0.028
A*,2021-2025,PR,8,28856,117480,PR,False,0.000277,0.028
A*,2021-2025,TZ,7,28856,117480,TZ,False,0.000243,0.024
A*,2021-2025,BY,6,28856,117480,BY,False,0.000208,0.021
A*,2021-2025,MN,6,28856,117480,MN,False,0.000208,0.021
A*,2021-2025,TD,6,28856,117480,TD,False,0.000208,0.021
A*,2021-2025,UZ,6,28856,117480,UZ,False,0.000208,0.021
A*,2021-2025,GE,5,28856,117480,GE,False,0.000173,0.017
A*,2021-2025,KW,5,28856,117480,KW,False,0.000173,0.017
A*,2021-2025,LT,5,28856,117480,LT,True,0.000173,0.017
A*,2021-2025,LY,5,28856,117480,LY,False,0.000173,0.017
A*,2021-2025,MT,5,28856,117480,MT,True,0.000173,0.017
A*,2021-2025,OM,5,28856,117480,OM,False,0.000173,0.017
A*,2021-2025,TJ,5,28856,117480,TJ,False,0.000173,0.017
A*,2021-2025,UG,5,28856,117480,UG,False,0.000173,0.017
A*,2021-2025,AL,4,28856,117480,AL,False,0.000139,0.014
A*,2021-2025,AS,4,28856,117480,AS,False,0.000139,0.014
A*,2021-2025,BH,4,28856,117480,BH,False,0.000139,0.014
A*,2021-2025,CX,4,28856,117480,CX,False,0.000139,0.014
A*,2021-2025,JO,4,28856,117480,JO,False,0.000139,0.014
A*,2021-2025,KH,4,28856,117480,KH,False,0.000139,0.014
A*,2021-2025,NP,4,28856,117480,NP,False,0.000139,0.014
A*,2021-2025,UY,4,28856,117480,UY,False,0.000139,0.014
A*,2021-2025,AF,3,28856,117480,AF,False,0.000104,0.01
A*,2021-2025,BA,3,28856,117480,BA,False,0.000104,0.01
A*,2021-2025,BO,3,28856,117480,BO,False,0.000104,0.01
A*,2021-2025,CI,3,28856,117480,CI,False,0.000104,0.01
A*,2021-2025,LI,3,28856,117480,LI,False,0.000104,0.01
A*,2021-2025,UM,3,28856,117480,UM,False,0.000104,0.01
A*,2021-2025,BS,2,28856,117480,BS,False,6.9e-05,0.007
A*,2021-2025,BW,2,28856,117480,BW,False,6.9e-05,0.007
A*,2021-2025,IQ,2,28856,117480,IQ,False,6.9e-05,0.007
A*,2021-2025,KN,2,28856,117480,KN,False,6.9e-05,0.007
A*,2021-2025,NC,2,28856,117480,NC,False,6.9e-05,0.007
A*,2021-2025,NI,2,28856,117480,NI,False,6.9e-05,0.007
A*,2021-2025,PA,2,28856,117480,PA,False,6.9e-05,0.007
A*,2021-2025,PF,2,28856,117480,PF,False,6.9e-05,0.007
A*,2021-2025,SN,2,28856,117480,SN,False,6.9e-05,0.007
A*,2021-2025,SO,2,28856,117480,SO,False,6.9e-05,0.007
A*,2021-2025,TV,2,28856,117480,TV,False,6.9e-05,0.007
A*,2021-2025,VI,2,28856,117480,VI,False,6.9e-05,0.007
A*,2021-2025,ZM,2,28856,117480,ZM,False,6.9e-05,0.007
A*,2021-2025,AO,1,28856,117480,AO,False,3.5e-05,0.003
A*,2021-2025,BB,1,28856,117480,BB,False,3.5e-05,0.003
A*,2021-2025,BJ,1,28856,117480,BJ,False,3.5e-05,0.003
A*,2021-2025,CU,1,28856,117480,CU,False,3.5e-05,0.003
A*,2021-2025,FM,1,28856,117480,FM,False,3.5e-05,0.003
A*,2021-2025,GT,1,28856,117480,GT,False,3.5e-05,0.003
A*,2021-2025,IO,1,28856,117480,IO,False,3.5e-05,0.003
A*,2021-2025,KG,1,28856,117480,KG,False,3.5e-05,0.003
A*,2021-2025,MG,1,28856,117480,MG,False,3.5e-05,0.003
A*,2021-2025,MZ,1,28856,117480,MZ,False,3.5e-05,0.003
A*,2021-2025,PY,1,28856,117480,PY,False,3.5e-05,0.003
A*,2021-2025,RE,1,28856,117480,RE,False,3.5e-05,0.003
A*,2021-2025,TG,1,28856,117480,TG,False,3.5e-05,0.003
A*,2021-2025,TM,1,28856,117480,TM,False,3.5e-05,0.003
A*,2021-2025,TT,1,28856,117480,TT,False,3.5e-05,0.003
A*,2021-2025,VE,1,28856,117480,VE,False,3.5e-05,0.003
A*,2021-2025,VG,1,28856,117480,VG,False,3.5e-05,0.003
A*,2021-2025,XK,1,28856,117480,XK,False,3.5e-05,0.003
A,2001-2005,US,11316,9108,25435,United States,False,1.242424,124.242
A,2001-2005,JP,2165,9108,25435,Japan,False,0.237703,23.77
A,2001-2005,DE,1985,9108,25435,Germany,True,0.21794,21.794
A,2001-2005,GB,1769,9108,25435,United Kingdom,True,0.194225,19.422
A,2001-2005,FR,1569,9108,25435,France,True,0.172266,17.227
A,2001-2005,CA,1316,9108,25435,Canada,False,0.144488,14.449
A,2001-2005,IT,971,9108,25435,Italy,True,0.10661,10.661
A,2001-2005,NL,813,9108,25435,Netherlands,True,0.089262,8.926
A,2001-2005,ES,684,9108,25435,Spain,True,0.075099,7.51
A,2001-2005,CN,683,9108,25435,China,False,0.074989,7.499
A,2001-2005,AU,589,9108,25435,Australia,False,0.064668,6.467
A,2001-2005,CH,570,9108,25435,Switzerland,False,0.062582,6.258
A,2001-2005,KR,546,9108,25435,South Korea,False,0.059947,5.995
A,2001-2005,TW,482,9108,25435,Taiwan,False,0.052921,5.292
A,2001-2005,IL,428,9108,25435,Israel,False,0.046992,4.699
A,2001-2005,SG,387,9108,25435,Singapore,False,0.04249,4.249
A,2001-2005,SE,367,9108,25435,Sweden,True,0.040294,4.029
A,2001-2005,BE,323,9108,25435,Belgium,True,0.035463,3.546
A,2001-2005,IN,279,9108,25435,India,False,0.030632,3.063
A,2001-2005,HK,269,9108,25435,Hong Kong,False,0.029534,2.953
A,2001-2005,BR,252,9108,25435,Brazil,False,0.027668,2.767
A,2001-2005,GR,229,9108,25435,Greece,True,0.025143,2.514
A,2001-2005,FI,204,9108,25435,Finland,True,0.022398,2.24
A,2001-2005,AT,194,9108,25435,Austria,True,0.0213,2.13
A,2001-2005,PT,171,9108,25435,Portugal,True,0.018775,1.877
A,2001-2005,IE,167,9108,25435,Ireland,True,0.018336,1.834
A,2001-2005,DK,142,9108,25435,Denmark,True,0.015591,1.559
A,2001-2005,CZ,134,9108,25435,Czechia,True,0.014712,1.471
A,2001-2005,HU,90,9108,25435,HU,True,0.009881,0.988
A,2001-2005,PL,89,9108,25435,Poland,True,0.009772,0.977
A,2001-2005,NO,80,9108,25435,Norway,False,0.008783,0.878
A,2001-2005,MX,74,9108,25435,MX,False,0.008125,0.812
A,2001-2005,RU,62,9108,25435,RU,False,0.006807,0.681
A,2001-2005,NZ,57,9108,25435,NZ,False,0.006258,0.626
A,2001-2005,TR,52,9108,25435,TR,False,0.005709,0.571
A,2001-2005,IR,49,9108,25435,IR,False,0.00538,0.538
A,2001-2005,SI,48,9108,25435,SI,True,0.00527,0.527
A,2001-2005,TH,39,9108,25435,TH,False,0.004282,0.428
A,2001-2005,RO,22,9108,25435,RO,True,0.002415,0.242
A,2001-2005,SK,22,9108,25435,SK,True,0.002415,0.242
A,2001-2005,AR,20,9108,25435,AR,False,0.002196,0.22
A,2001-2005,BI,20,9108,25435,BI,False,0.002196,0.22
A,2001-2005,CL,20,9108,25435,CL,False,0.002196,0.22
A,2001-2005,EG,18,9108,25435,EG,False,0.001976,0.198
A,2001-2005,BG,17,9108,25435,BG,True,0.001866,0.187
A,2001-2005,CO,14,9108,25435,CO,False,0.001537,0.154
A,2001-2005,CY,14,9108,25435,CY,True,0.001537,0.154
A,2001-2005,TN,14,9108,25435,TN,False,0.001537,0.154
A,2001-2005,ZA,12,9108,25435,ZA,False,0.001318,0.132
A,2001-2005,AE,11,9108,25435,AE,False,0.001208,0.121
A,2001-2005,EE,11,9108,25435,EE,True,0.001208,0.121
A,2001-2005,HR,11,9108,25435,HR,True,0.001208,0.121
A,2001-2005,MY,11,9108,25435,MY,False,0.001208,0.121
A,2001-2005,LU,10,9108,25435,LU,True,0.001098,0.11
A,2001-2005,BM,9,9108,25435,BM,False,0.000988,0.099
A,2001-2005,BY,9,9108,25435,BY,False,0.000988,0.099
A,2001-2005,BN,8,9108,25435,BN,False,0.000878,0.088
A,2001-2005,LV,8,9108,25435,LV,True,0.000878,0.088
A,2001-2005,PH,8,9108,25435,PH,False,0.000878,0.088
A,2001-2005,PK,8,9108,25435,PK,False,0.000878,0.088
A,2001-2005,DZ,7,9108,25435,DZ,False,0.000769,0.077
A,2001-2005,IS,7,9108,25435,IS,False,0.000769,0.077
A,2001-2005,SA,6,9108,25435,SA,False,0.000659,0.066
A,2001-2005,VE,6,9108,25435,VE,False,0.000659,0.066
A,2001-2005,UA,5,9108,25435,UA,False,0.000549,0.055
A,2001-2005,LB,4,9108,25435,LB,False,0.000439,0.044
A,2001-2005,LT,4,9108,25435,LT,True,0.000439,0.044
A,2001-2005,MA,4,9108,25435,MA,False,0.000439,0.044
A,2001-2005,MO,4,9108,25435,MO,False,0.000439,0.044
A,2001-2005,RS,4,9108,25435,RS,False,0.000439,0.044
A,2001-2005,SS,4,9108,25435,SS,False,0.000439,0.044
A,2001-2005,BD,3,9108,25435,BD,False,0.000329,0.033
A,2001-2005,GP,3,9108,25435,GP,False,0.000329,0.033
A,2001-2005,KE,3,9108,25435,KE,False,0.000329,0.033
A,2001-2005,OM,3,9108,25435,OM,False,0.000329,0.033
A,2001-2005,PR,3,9108,25435,PR,False,0.000329,0.033
A,2001-2005,BO,2,9108,25435,BO,False,0.00022,0.022
A,2001-2005,CU,2,9108,25435,CU,False,0.00022,0.022
A,2001-2005,DO,2,9108,25435,DO,False,0.00022,0.022
A,2001-2005,GH,2,9108,25435,GH,False,0.00022,0.022
A,2001-2005,KW,2,9108,25435,KW,False,0.00022,0.022
A,2001-2005,MD,2,9108,25435,MD,False,0.00022,0.022
A,2001-2005,NG,2,9108,25435,NG,False,0.00022,0.022
A,2001-2005,QA,2,9108,25435,QA,False,0.00022,0.022
A,2001-2005,TJ,2,9108,25435,TJ,False,0.00022,0.022
A,2001-2005,VG,2,9108,25435,VG,False,0.00022,0.022
A,2001-2005,VN,2,9108,25435,VN,False,0.00022,0.022
A,2001-2005,CI,1,9108,25435,CI,False,0.00011,0.011
A,2001-2005,CR,1,9108,25435,CR,False,0.00011,0.011
A,2001-2005,EC,1,9108,25435,EC,False,0.00011,0.011
A,2001-2005,ID,1,9108,25435,ID,False,0.00011,0.011
A,2001-2005,JM,1,9108,25435,JM,False,0.00011,0.011
A,2001-2005,JO,1,9108,25435,JO,False,0.00011,0.011
A,2001-2005,LK,1,9108,25435,LK,False,0.00011,0.011
A,2001-2005,MK,1,9108,25435,MK,False,0.00011,0.011
A,2001-2005,MQ,1,9108,25435,MQ,False,0.00011,0.011
A,2001-2005,MU,1,9108,25435,MU,False,0.00011,0.011
A,2006-2010,US,14101,13833,35365,United States,False,1.019374,101.937
A,2006-2010,DE,3357,13833,35365,Germany,True,0.242681,24.268
A,2006-2010,GB,2793,13833,35365,United Kingdom,True,0.201908,20.191
A,2006-2010,JP,2533,13833,35365,Japan,False,0.183113,18.311
A,2006-2010,FR,2505,13833,35365,France,True,0.181089,18.109
A,2006-2010,CN,2275,13833,35365,China,False,0.164462,16.446
A,2006-2010,CA,2054,13833,35365,Canada,False,0.148486,14.849
A,2006-2010,IT,1362,13833,35365,Italy,True,0.09846,9.846
A,2006-2010,ES,1152,13833,35365,Spain,True,0.083279,8.328
A,2006-2010,NL,1105,13833,35365,Netherlands,True,0.079881,7.988
A,2006-2010,CH,1033,13833,35365,Switzerland,False,0.074676,7.468
A,2006-2010,AU,953,13833,35365,Australia,False,0.068893,6.889
A,2006-2010,TW,668,13833,35365,Taiwan,False,0.04829,4.829
A,2006-2010,KR,662,13833,35365,South Korea,False,0.047857,4.786
A,2006-2010,IL,552,13833,35365,Israel,False,0.039905,3.99
A,2006-2010,IN,552,13833,35365,India,False,0.039905,3.99
A,2006-2010,SG,538,13833,35365,Singapore,False,0.038893,3.889
A,2006-2010,BE,488,13833,35365,Belgium,True,0.035278,3.528
A,2006-2010,SE,474,13833,35365,Sweden,True,0.034266,3.427
A,2006-2010,HK,418,13833,35365,Hong Kong,False,0.030218,3.022
A,2006-2010,AT,379,13833,35365,Austria,True,0.027398,2.74
A,2006-2010,BR,355,13833,35365,Brazil,False,0.025663,2.566
A,2006-2010,GR,349,13833,35365,Greece,True,0.02523,2.523
A,2006-2010,PT,320,13833,35365,Portugal,True,0.023133,2.313
A,2006-2010,FI,312,13833,35365,Finland,True,0.022555,2.255
A,2006-2010,IE,290,13833,35365,Ireland,True,0.020964,2.096
A,2006-2010,DK,234,13833,35365,Denmark,True,0.016916,1.692
A,2006-2010,NO,203,13833,35365,Norway,False,0.014675,1.468
A,2006-2010,CZ,173,13833,35365,Czechia,True,0.012506,1.251
A,2006-2010,MX,149,13833,35365,MX,False,0.010771,1.077
A,2006-2010,IR,145,13833,35365,IR,False,0.010482,1.048
A,2006-2010,NZ,144,13833,35365,NZ,False,0.01041,1.041
A,2006-2010,TR,141,13833,35365,TR,False,0.010193,1.019
A,2006-2010,PL,130,13833,35365,Poland,True,0.009398,0.94
A,2006-2010,HU,99,13833,35365,HU,True,0.007157,0.716
A,2006-2010,RU,67,13833,35365,RU,False,0.004843,0.484
A,2006-2010,LU,53,13833,35365,LU,True,0.003831,0.383
A,2006-2010,RO,53,13833,35365,RO,True,0.003831,0.383
A,2006-2010,PK,52,13833,35365,PK,False,0.003759,0.376
A,2006-2010,CL,45,13833,35365,CL,False,0.003253,0.325
A,2006-2010,TN,45,13833,35365,TN,False,0.003253,0.325
A,2006-2010,SI,41,13833,35365,SI,True,0.002964,0.296
A,2006-2010,TH,40,13833,35365,TH,False,0.002892,0.289
A,2006-2010,AR,35,13833,35365,AR,False,0.00253,0.253
A,2006-2010,EG,34,13833,35365,EG,False,0.002458,0.246
A,2006-2010,ZA,34,13833,35365,ZA,False,0.002458,0.246
A,2006-2010,EE,22,13833,35365,EE,True,0.00159,0.159
A,2006-2010,MY,21,13833,35365,MY,False,0.001518,0.152
A,2006-2010,CO,20,13833,35365,CO,False,0.001446,0.145
A,2006-2010,SA,20,13833,35365,SA,False,0.001446,0.145
A,2006-2010,SK,20,13833,35365,SK,True,0.001446,0.145
A,2006-2010,CY,19,13833,35365,CY,True,0.001374,0.137
A,2006-2010,AE,15,13833,35365,AE,False,0.001084,0.108
A,2006-2010,DZ,15,13833,35365,DZ,False,0.001084,0.108
A,2006-2010,BM,14,13833,35365,BM,False,0.001012,0.101
A,2006-2010,BI,13,13833,35365,BI,False,0.00094,0.094
A,2006-2010,VN,13,13833,35365,VN,False,0.00094,0.094
A,2006-2010,BD,12,13833,35365,BD,False,0.000867,0.087
A,2006-2010,RS,12,13833,35365,RS,False,0.000867,0.087
A,2006-2010,BG,11,13833,35365,BG,True,0.000795,0.08
A,2006-2010,KW,11,13833,35365,KW,False,0.000795,0.08
A,2006-2010,LB,10,13833,35365,LB,False,0.000723,0.072
A,2006-2010,MA,10,13833,35365,MA,False,0.000723,0.072
A,2006-2010,MO,9,13833,35365,MO,False,0.000651,0.065
A,2006-2010,IS,8,13833,35365,IS,False,0.000578,0.058
A,2006-2010,SS,8,13833,35365,SS,False,0.000578,0.058
A,2006-2010,VE,8,13833,35365,VE,False,0.000578,0.058
A,2006-2010,BN,7,13833,35365,BN,False,0.000506,0.051
A,2006-2010,BY,7,13833,35365,BY,False,0.000506,0.051
A,2006-2010,HR,7,13833,35365,HR,True,0.000506,0.051
A,2006-2010,JO,7,13833,35365,JO,False,0.000506,0.051
A,2006-2010,CU,6,13833,35365,CU,False,0.000434,0.043
A,2006-2010,QA,6,13833,35365,QA,False,0.000434,0.043
A,2006-2010,MK,5,13833,35365,MK,False,0.000361,0.036
A,2006-2010,MT,5,13833,35365,MT,True,0.000361,0.036
A,2006-2010,NG,5,13833,35365,NG,False,0.000361,0.036
A,2006-2010,OM,5,13833,35365,OM,False,0.000361,0.036
A,2006-2010,PH,5,13833,35365,PH,False,0.000361,0.036
A,2006-2010,PR,5,13833,35365,PR,False,0.000361,0.036
A,2006-2010,PS,5,13833,35365,PS,False,0.000361,0.036
A,2006-2010,UA,5,13833,35365,UA,False,0.000361,0.036
A,2006-2010,ZW,4,13833,35365,ZW,False,0.000289,0.029
A,2006-2010,EC,3,13833,35365,EC,False,0.000217,0.022
A,2006-2010,KE,3,13833,35365,KE,False,0.000217,0.022
A,2006-2010,LK,3,13833,35365,LK,False,0.000217,0.022
A,2006-2010,LT,3,13833,35365,LT,True,0.000217,0.022
A,2006-2010,PA,3,13833,35365,PA,False,0.000217,0.022
A,2006-2010,UY,3,13833,35365,UY,False,0.000217,0.022
A,2006-2010,DO,2,13833,35365,DO,False,0.000145,0.014
A,2006-2010,JM,2,13833,35365,JM,False,0.000145,0.014
A,2006-2010,KH,2,13833,35365,KH,False,0.000145,0.014
A,2006-2010,TJ,2,13833,35365,TJ,False,0.000145,0.014
A,2006-2010,AF,1,13833,35365,AF,False,7.2e-05,0.007
A,2006-2010,BB,1,13833,35365,BB,False,7.2e-05,0.007
A,2006-2010,BH,1,13833,35365,BH,False,7.2e-05,0.007
A,2006-2010,BS,1,13833,35365,BS,False,7.2e-05,0.007
A,2006-2010,CR,1,13833,35365,CR,False,7.2e-05,0.007
A,2006-2010,DJ,1,13833,35365,DJ,False,7.2e-05,0.007
A,2006-2010,ET,1,13833,35365,ET,False,7.2e-05,0.007
A,2006-2010,FJ,1,13833,35365,FJ,False,7.2e-05,0.007
A,2006-2010,GF,1,13833,35365,GF,False,7.2e-05,0.007
A,2006-2010,KP,1,13833,35365,KP,False,7.2e-05,0.007
A,2006-2010,LV,1,13833,35365,LV,True,7.2e-05,0.007
A,2006-2010,MD,1,13833,35365,MD,False,7.2e-05,0.007
A,2006-2010,ME,1,13833,35365,ME,False,7.2e-05,0.007
A,2006-2010,NC,1,13833,35365,NC,False,7.2e-05,0.007
A,2006-2010,NP,1,13833,35365,NP,False,7.2e-05,0.007
A,2006-2010,PF,1,13833,35365,PF,False,7.2e-05,0.007
A,2006-2010,PY,1,13833,35365,PY,False,7.2e-05,0.007
A,2006-2010,SY,1,13833,35365,SY,False,7.2e-05,0.007
A,2006-2010,TT,1,13833,35365,TT,False,7.2e-05,0.007
A,2006-2010,TZ,1,13833,35365,TZ,False,7.2e-05,0.007
A,2006-2010,UG,1,13833,35365,UG,False,7.2e-05,0.007
A,2006-2010,VG,1,13833,35365,VG,False,7.2e-05,0.007
A,2011-2015,US,14822,14544,35789,United States,False,1.019114,101.911
A,2011-2015,DE,3908,14544,35789,Germany,True,0.268702,26.87
A,2011-2015,GB,2827,14544,35789,United Kingdom,True,0.194376,19.438
A,2011-2015,CN,2797,14544,35789,China,False,0.192313,19.231
A,2011-2015,FR,2563,14544,35789,France,True,0.176224,17.622
A,2011-2015,CA,2034,14544,35789,Canada,False,0.139851,13.985
