congress,year,n_targets,n_resolved_papers,n_evidence_rows,n_candidate_works_with_countries,n_index_titles,n_fuzzy_candidates_checked,venue_query,source_id,source_status,source_display_name,query_mode,n_pages,n_raw_results,seconds_fetch,seconds_match,seconds_total,cache_hit
ALENEX,2025,1,0,0,0,0,0,Algorithm Engineering and Experiments,S4393918244,resolved,Proceedings of the ... Workshop on Algorithm Engineering and Experiments,source_id,0,0,0.495,0.0,0.495,False
APPROX/RANDOM,2004,2,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.507,0.0,0.507,False
APPROX/RANDOM,2009,2,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.592,0.0,0.592,False
APPROX/RANDOM,2011,2,0,0,2,2,4,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,2,0.516,0.0,0.516,False
APPROX/RANDOM,2012,1,0,0,1,1,1,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,1,0.52,0.0,0.52,False
APPROX/RANDOM,2014,7,0,0,1,1,7,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,1,0.512,0.001,0.513,False
APPROX/RANDOM,2015,57,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.51,0.002,0.511,False
APPROX/RANDOM,2016,48,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.518,0.001,0.519,False
APPROX/RANDOM,2017,50,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.492,0.002,0.494,False
APPROX/RANDOM,2018,59,1,1,1,1,59,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,1,0.497,0.001,0.499,False
APPROX/RANDOM,2019,73,1,1,2,2,131,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,2,0.476,0.003,0.479,False
APPROX/RANDOM,2020,65,0,0,1,1,65,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,1,0.603,0.002,0.606,False
APPROX/RANDOM,2021,63,1,1,2,2,107,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,1,2,0.552,0.003,0.555,False
APPROX/RANDOM,2022,55,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.491,0.001,0.492,False
APPROX/RANDOM,2023,67,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.492,0.003,0.495,False
APPROX/RANDOM,2024,76,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.492,0.003,0.495,False
APPROX/RANDOM,2025,69,0,0,0,0,0,Approximation Randomization and Combinatorial Optimization,S4306420261,resolved,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",source_id,0,0,0.593,0.002,0.595,False
ASE,2001,6,0,0,14,14,38,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,14,0.663,0.001,0.664,False
ASE,2002,3,0,0,18,18,21,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,20,0.643,0.001,0.644,False
ASE,2003,3,0,0,24,23,50,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,24,0.83,0.001,0.832,False
ASE,2004,65,0,0,16,16,395,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,19,0.684,0.004,0.689,False
ASE,2005,2,0,0,17,16,6,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,18,0.604,0.001,0.606,False
ASE,2006,7,0,0,15,15,80,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,17,0.957,0.002,0.959,False
ASE,2008,1,0,0,20,19,5,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,21,0.749,0.001,0.75,False
ASE,2009,2,0,0,17,17,2,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,17,0.679,0.001,0.68,False
ASE,2010,2,0,0,17,17,22,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,17,0.683,0.001,0.685,False
ASE,2011,1,0,0,19,19,3,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,19,0.666,0.001,0.667,False
ASE,2012,5,0,0,19,19,18,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,19,0.773,0.001,0.775,False
ASE,2013,2,0,0,23,23,7,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,24,0.748,0.0,0.749,False
ASE,2015,3,0,0,11,10,21,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,11,0.681,0.001,0.682,False
ASE,2016,3,0,0,23,20,11,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,23,0.816,0.0,0.817,False
ASE,2018,2,0,0,19,19,8,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,19,0.698,0.001,0.7,False
ASE,2019,6,0,0,17,17,32,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,17,0.707,0.001,0.708,False
ASE,2020,4,0,0,10,10,20,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,10,0.738,0.0,0.739,False
ASE,2021,1,0,0,30,30,30,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,31,0.899,0.002,0.901,False
ASE,2022,3,0,0,57,57,34,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,57,1.09,0.002,1.093,False
ASE,2023,4,0,0,35,35,32,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,35,0.745,0.001,0.747,False
ASE,2024,4,0,0,73,73,72,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,74,0.93,0.001,0.932,False
ASE,2025,14,0,0,101,101,278,Automated Software Engineering,S4210177399,resolved,Automated Software Engineering,source_id,1,101,1.11,0.006,1.117,False
ASIACRYPT,2002,1,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,1,2,0.6,0.0,0.601,False
ASIACRYPT,2003,5,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,0,0,0.497,0.0,0.497,False
ASIACRYPT,2004,3,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,1,2,0.597,0.0,0.597,False
ASIACRYPT,2005,1,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,0,0,0.473,0.0,0.473,False
ASIACRYPT,2006,2,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,1,1,0.557,0.0,0.558,False
ASIACRYPT,2007,2,0,0,1,1,2,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,1,1,0.506,0.0,0.506,False
ASIACRYPT,2010,1,0,0,0,0,0,Theory and Application of Cryptology and Information Security,S4306419886,resolved,International Conference on the Theory and Application of Cryptology and Information Security,source_id,1,1,0.522,0.0,0.522,False
ASPLOS,2002,4,0,0,0,0,0,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,0,0,0.497,0.0,0.497,False
ASPLOS,2010,1,0,0,2,2,2,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,1,2,0.482,0.0,0.482,False
ASPLOS,2013,1,0,0,0,0,0,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,0,0,0.48,0.0,0.48,False
ASPLOS,2015,1,0,0,0,0,0,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,0,0,0.532,0.0,0.532,False
ASPLOS,2019,1,0,0,1,1,1,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,1,1,0.474,0.0,0.475,False
ASPLOS,2022,1,0,0,0,0,0,Architectural Support for Programming Languages and Operating Systems,S4306417705,resolved,Architectural Support for Programming Languages and Operating Systems,source_id,0,0,0.475,0.0,0.475,False
ASSETS,2002,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.483,0.0,1.386,False
ASSETS,2005,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.494,0.0,0.494,False
ASSETS,2006,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,1,1,0.52,0.0,0.52,False
ASSETS,2007,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.475,0.0,0.475,False
ASSETS,2010,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.521,0.0,0.521,False
ASSETS,2012,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.485,0.0,0.485,False
ASSETS,2013,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.536,0.0,0.536,False
ASSETS,2014,3,0,0,8,8,24,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,1,9,0.578,0.001,0.579,False
ASSETS,2015,2,0,0,15,15,30,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,1,16,0.59,0.001,0.591,False
ASSETS,2016,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,1,1,0.483,0.0,0.483,False
ASSETS,2017,3,0,0,5,5,15,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,1,6,0.559,0.001,0.56,False
ASSETS,2018,10,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.503,0.0,0.503,False
ASSETS,2020,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.511,0.0,0.512,False
ASSETS,2021,4,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.482,0.0,0.482,False
ASSETS,2022,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.469,0.0,0.47,False
ASSETS,2023,2,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.481,0.0,0.481,False
ASSETS,2024,1,0,0,0,0,0,Computers and Accessibility,S4306418037,resolved,Conference on Computers and Accessibility,source_id,0,0,0.485,0.0,0.485,False
AsiaCCS,2021,3,0,0,0,0,0,Asia Conference on Computer and Communications Security,S4363609011,resolved,Proceedings of the 2022 ACM on Asia Conference on Computer and Communications Security,source_id,0,0,0.462,0.0,1.266,False
AsiaCCS,2022,2,0,0,112,108,7,Asia Conference on Computer and Communications Security,S4363609011,resolved,Proceedings of the 2022 ACM on Asia Conference on Computer and Communications Security,source_id,1,112,1.084,0.003,1.089,False
BMVC,2001,42,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.527,0.001,1.402,False
BMVC,2002,34,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.487,0.001,0.488,False
BMVC,2003,40,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.519,0.001,0.521,False
BMVC,2004,60,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.48,0.003,0.483,False
BMVC,2005,41,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.476,0.002,0.477,False
BMVC,2006,50,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.533,0.002,0.536,False
BMVC,2007,29,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.5,0.002,0.502,False
BMVC,2008,22,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,1,0.518,0.002,0.52,False
BMVC,2009,12,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.502,0.001,0.504,False
BMVC,2010,23,0,0,1,1,23,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,1,0.522,0.002,0.524,False
BMVC,2011,15,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.5,0.001,0.501,False
BMVC,2012,15,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.496,0.001,0.497,False
BMVC,2013,15,1,1,1,1,15,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,1,0.499,0.001,0.5,False
BMVC,2014,131,2,3,2,2,238,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,2,0.681,0.005,0.686,False
BMVC,2015,102,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.479,0.003,0.483,False
BMVC,2016,146,2,2,2,2,289,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,4,0.475,0.006,0.482,False
BMVC,2017,190,3,3,5,5,652,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,7,0.577,0.01,0.587,False
BMVC,2018,279,103,136,108,108,4082,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,114,0.857,0.013,0.87,False
BMVC,2019,229,79,104,80,80,2121,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,87,0.606,0.017,0.624,False
BMVC,2020,196,3,4,3,3,417,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,1,4,0.489,0.01,0.501,False
BMVC,2021,435,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.489,0.016,0.505,False
BMVC,2022,365,0,0,0,0,0,British Machine Vision Conference,S4306417864,resolved,British Machine Vision Conference,source_id,0,0,0.617,0.008,0.626,False
