window,area,country_code,complete_count,fractional_count,eu_complete_den,eu_fractional_den,complete_share_eu,fractional_share_eu
2001-2005,Teoría,MX,5,2.0,1817,1565.7166666666667,0.00275178866263071,0.0012773703203006078
2001-2005,Teoría,NC,1,0.25,1817,1565.7166666666667,0.000550357732526142,0.00015967129003757597
2001-2005,Teoría,NG,1,0.5,1817,1565.7166666666667,0.000550357732526142,0.00031934258007515194
2001-2005,Teoría,NL,123,78.86666666666666,1817,1565.7166666666667,0.06769400110071547,0.05037096963052063
2001-2005,Teoría,NO,15,8.583333333333334,1817,1565.7166666666667,0.00825536598789213,0.005482047624623442
2001-2005,Teoría,NZ,9,3.75,1817,1565.7166666666667,0.0049532195927352776,0.0023950693505636394
2001-2005,Teoría,PL,50,33.416666666666664,1817,1565.7166666666667,0.0275178866263071,0.02134272910168932
2001-2005,Teoría,PR,1,0.25,1817,1565.7166666666667,0.000550357732526142,0.00015967129003757597
2001-2005,Teoría,PT,10,8.5,1817,1565.7166666666667,0.00550357732526142,0.005428823861277583
2001-2005,Teoría,RS,1,1.0,1817,1565.7166666666667,0.000550357732526142,0.0006386851601503039
2001-2005,Teoría,RU,32,18.833333333333332,1817,1565.7166666666667,0.017611447440836543,0.012028570516164057
2001-2005,Teoría,SE,80,62.0,1817,1565.7166666666667,0.04402861860209136,0.03959847992931884
2001-2005,Teoría,SG,16,9.333333333333334,1817,1565.7166666666667,0.008805723720418272,0.00596106149473617
2001-2005,Teoría,SI,4,3.0,1817,1565.7166666666667,0.002201430930104568,0.0019160554804509118
2001-2005,Teoría,SK,19,8.166666666666666,1817,1565.7166666666667,0.010456796917996699,0.005215928807894148
2001-2005,Teoría,TJ,2,0.5833333333333333,1817,1565.7166666666667,0.001100715465052284,0.00037256634342101055
2001-2005,Teoría,TN,1,1.0,1817,1565.7166666666667,0.000550357732526142,0.0006386851601503039
2001-2005,Teoría,TR,5,3.5,1817,1565.7166666666667,0.00275178866263071,0.0022353980605260637
2001-2005,Teoría,TW,12,9.583333333333334,1817,1565.7166666666667,0.006604292790313704,0.006120732784773746
2001-2005,Teoría,UA,2,0.8333333333333333,1817,1565.7166666666667,0.001100715465052284,0.0005322376334585865
2001-2005,Teoría,US,1667,1361.2333333333333,1817,1565.7166666666667,0.9174463401210787,0.869399529501932
2001-2005,Teoría,ZA,1,1.0,1817,1565.7166666666667,0.000550357732526142,0.0006386851601503039
2006-2010,Bases de datos,AE,5,2.25,2589,2163.2833333333333,0.0019312475859405175,0.0010400856722420394
2006-2010,Bases de datos,AR,6,2.833333333333333,2589,2163.2833333333333,0.002317497103128621,0.0013097375131936792
2006-2010,Bases de datos,AT,65,51.65833333333333,2589,2163.2833333333333,0.025106218617226728,0.023879596600845935
2006-2010,Bases de datos,AU,294,215.11666666666667,2589,2163.2833333333333,0.11355735805330243,0.09943989460465189
2006-2010,Bases de datos,BD,3,1.5,2589,2163.2833333333333,0.0011587485515643105,0.0006933904481613597
2006-2010,Bases de datos,BE,89,62.333333333333336,2589,2163.2833333333333,0.034376207029741215,0.028814225290260946
2006-2010,Bases de datos,BG,2,1.0,2589,2163.2833333333333,0.000772499034376207,0.00046226029877423976
2006-2010,Bases de datos,BR,75,55.416666666666664,2589,2163.2833333333333,0.028968713789107765,0.025616924890405787
2006-2010,Bases de datos,CA,524,374.0333333333333,2589,2163.2833333333333,0.20239474700656623,0.17290076041819147
2006-2010,Bases de datos,CH,170,112.575,2589,2163.2833333333333,0.06566241792197759,0.05203895313451005
2006-2010,Bases de datos,CL,23,16.5,2589,2163.2833333333333,0.008883738895326381,0.007627294929774956
2006-2010,Bases de datos,CN,1001,721.8166666666667,2589,2163.2833333333333,0.3866357667052916,0.3336671879935592
2006-2010,Bases de datos,CO,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,CR,1,1.0,2589,2163.2833333333333,0.0003862495171881035,0.00046226029877423976
2006-2010,Bases de datos,CU,1,1.0,2589,2163.2833333333333,0.0003862495171881035,0.00046226029877423976
2006-2010,Bases de datos,CY,7,3.3333333333333335,2589,2163.2833333333333,0.0027037466203167246,0.0015408676625807993
2006-2010,Bases de datos,CZ,8,6.0,2589,2163.2833333333333,0.003089996137504828,0.0027735617926454388
2006-2010,Bases de datos,DE,634,512.175,2589,2163.2833333333333,0.24488219389725763,0.23675816852469625
2006-2010,Bases de datos,DK,64,39.5,2589,2163.2833333333333,0.024719969100038625,0.018259281801582473
2006-2010,Bases de datos,DO,3,1.6666666666666665,2589,2163.2833333333333,0.0011587485515643105,0.0007704338312903995
2006-2010,Bases de datos,DZ,1,0.3333333333333333,2589,2163.2833333333333,0.0003862495171881035,0.0001540867662580799
2006-2010,Bases de datos,EC,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,EE,4,2.1666666666666665,2589,2163.2833333333333,0.001544998068752414,0.0010015639806775195
2006-2010,Bases de datos,EG,4,1.6666666666666665,2589,2163.2833333333333,0.001544998068752414,0.0007704338312903995
2006-2010,Bases de datos,ES,235,161.375,2589,2163.2833333333333,0.09076863653920432,0.07459725571469294
2006-2010,Bases de datos,FI,73,52.99166666666667,2589,2163.2833333333333,0.028196214754731556,0.024495943665878258
2006-2010,Bases de datos,FR,232,167.49166666666667,2589,2163.2833333333333,0.08960988798764001,0.07742474787552872
2006-2010,Bases de datos,GB,728,483.0333333333333,2589,2163.2833333333333,0.28118964851293937,0.2232871329845836
2006-2010,Bases de datos,GR,120,85.83333333333333,2589,2163.2833333333333,0.046349942062572425,0.03967734231145558
2006-2010,Bases de datos,HK,275,170.53333333333333,2589,2163.2833333333333,0.10621861722672847,0.07883078961763369
2006-2010,Bases de datos,HR,3,1.5,2589,2163.2833333333333,0.0011587485515643105,0.0006933904481613597
2006-2010,Bases de datos,HU,4,3.5,2589,2163.2833333333333,0.001544998068752414,0.0016179110457098392
2006-2010,Bases de datos,ID,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,IE,87,70.91666666666667,2589,2163.2833333333333,0.03360370799536501,0.03278195952140651
2006-2010,Bases de datos,IL,143,113.66666666666667,2589,2163.2833333333333,0.0552336809578988,0.05254358729400526
2006-2010,Bases de datos,IN,191,140.56666666666666,2589,2163.2833333333333,0.07377365778292777,0.06497838933103231
2006-2010,Bases de datos,IR,8,6.0,2589,2163.2833333333333,0.003089996137504828,0.0027735617926454388
2006-2010,Bases de datos,IS,1,0.3333333333333333,2589,2163.2833333333333,0.0003862495171881035,0.0001540867662580799
2006-2010,Bases de datos,IT,293,207.40833333333333,2589,2163.2833333333333,0.11317110853611433,0.09587663813493379
2006-2010,Bases de datos,JM,4,2.1666666666666665,2589,2163.2833333333333,0.001544998068752414,0.0010015639806775195
2006-2010,Bases de datos,JP,215,186.25,2589,2163.2833333333333,0.08304364619544226,0.08609598064670215
2006-2010,Bases de datos,KR,111,88.83333333333333,2589,2163.2833333333333,0.04287369640787949,0.041064123207778296
2006-2010,Bases de datos,LU,1,0.25,2589,2163.2833333333333,0.0003862495171881035,0.00011556507469355994
2006-2010,Bases de datos,MK,2,0.5833333333333333,2589,2163.2833333333333,0.000772499034376207,0.00026965184095163985
2006-2010,Bases de datos,MM,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,MT,4,3.0,2589,2163.2833333333333,0.001544998068752414,0.0013867808963227194
2006-2010,Bases de datos,MX,8,4.666666666666666,2589,2163.2833333333333,0.003089996137504828,0.002157214727613119
2006-2010,Bases de datos,MY,5,4.0,2589,2163.2833333333333,0.0019312475859405175,0.001849041195096959
2006-2010,Bases de datos,NL,265,202.53333333333333,2589,2163.2833333333333,0.10235612205484743,0.09362311917840936
2006-2010,Bases de datos,NO,25,16.208333333333332,2589,2163.2833333333333,0.009656237929702587,0.007492469009299136
2006-2010,Bases de datos,NZ,21,15.833333333333334,2589,2163.2833333333333,0.008111239860950173,0.007319121397258797
2006-2010,Bases de datos,PH,2,1.0,2589,2163.2833333333333,0.000772499034376207,0.00046226029877423976
2006-2010,Bases de datos,PK,6,3.1666666666666665,2589,2163.2833333333333,0.002317497103128621,0.0014638242794517593
2006-2010,Bases de datos,PL,19,13.033333333333333,2589,2163.2833333333333,0.007338740826573967,0.006024792560690925
2006-2010,Bases de datos,PT,14,10.666666666666666,2589,2163.2833333333333,0.005407493240633449,0.004930776520258557
2006-2010,Bases de datos,QA,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,RS,2,1.0,2589,2163.2833333333333,0.000772499034376207,0.00046226029877423976
2006-2010,Bases de datos,RU,21,13.95,2589,2163.2833333333333,0.008111239860950173,0.006448531167900644
2006-2010,Bases de datos,SA,5,1.95,2589,2163.2833333333333,0.0019312475859405175,0.0009014075826097675
2006-2010,Bases de datos,SE,18,12.916666666666666,2589,2163.2833333333333,0.006952491309385863,0.005970862192500597
2006-2010,Bases de datos,SG,268,182.66666666666666,2589,2163.2833333333333,0.10351487060641174,0.0844395479094278
2006-2010,Bases de datos,SI,7,4.833333333333333,2589,2163.2833333333333,0.0027037466203167246,0.0022342581107421587
2006-2010,Bases de datos,SK,5,3.833333333333333,2589,2163.2833333333333,0.0019312475859405175,0.001771997811967919
2006-2010,Bases de datos,SS,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bases de datos,TH,3,2.0,2589,2163.2833333333333,0.0011587485515643105,0.0009245205975484795
2006-2010,Bases de datos,TN,1,1.0,2589,2163.2833333333333,0.0003862495171881035,0.00046226029877423976
2006-2010,Bases de datos,TR,25,21.0,2589,2163.2833333333333,0.009656237929702587,0.009707466274259035
2006-2010,Bases de datos,TW,66,56.166666666666664,2589,2163.2833333333333,0.02549246813441483,0.025963620114486465
2006-2010,Bases de datos,UA,1,0.3333333333333333,2589,2163.2833333333333,0.0003862495171881035,0.0001540867662580799
2006-2010,Bases de datos,US,4308,3634.633333333333,2589,2163.2833333333333,1.66396292004635,1.6801466906014777
2006-2010,Bases de datos,ZA,1,1.0,2589,2163.2833333333333,0.0003862495171881035,0.00046226029877423976
2006-2010,Bases de datos,ZW,1,0.5,2589,2163.2833333333333,0.0003862495171881035,0.00023113014938711988
2006-2010,Bioinformática,AU,3,2.5,14,14.0,0.21428571428571427,0.17857142857142858
2006-2010,Bioinformática,BE,1,1.0,14,14.0,0.07142857142857142,0.07142857142857142
2006-2010,Bioinformática,CA,5,4.0,14,14.0,0.35714285714285715,0.2857142857142857
2006-2010,Bioinformática,CH,1,1.0,14,14.0,0.07142857142857142,0.07142857142857142
2006-2010,Bioinformática,CN,1,0.5,14,14.0,0.07142857142857142,0.03571428571428571
2006-2010,Bioinformática,DE,7,6.5,14,14.0,0.5,0.4642857142857143
2006-2010,Bioinformática,FR,2,2.0,14,14.0,0.14285714285714285,0.14285714285714285
2006-2010,Bioinformática,GB,2,2.0,14,14.0,0.14285714285714285,0.14285714285714285
2006-2010,Bioinformática,IE,1,0.5,14,14.0,0.07142857142857142,0.03571428571428571
2006-2010,Bioinformática,IL,4,3.5,14,14.0,0.2857142857142857,0.25
2006-2010,Bioinformática,IT,1,1.0,14,14.0,0.07142857142857142,0.07142857142857142
2006-2010,Bioinformática,JP,2,1.5,14,14.0,0.14285714285714285,0.10714285714285714
2006-2010,Bioinformática,NL,1,1.0,14,14.0,0.07142857142857142,0.07142857142857142
2006-2010,Bioinformática,TW,1,1.0,14,14.0,0.07142857142857142,0.07142857142857142
2006-2010,Bioinformática,US,22,20.0,14,14.0,1.5714285714285714,1.4285714285714286
2006-2010,HCI,AE,4,1.6666666666666665,1889,1650.3166666666666,0.0021175224986765486,0.0010099071895292822
2006-2010,HCI,AL,1,0.3333333333333333,1889,1650.3166666666666,0.0005293806246691371,0.00020198143790585644
2006-2010,HCI,AR,5,5.0,1889,1650.3166666666666,0.0026469031233456856,0.003029721568587847
2006-2010,HCI,AT,90,71.83333333333333,1889,1650.3166666666666,0.04764425622022234,0.043526999868712064
2006-2010,HCI,AU,143,122.95,1889,1650.3166666666666,0.0757014293276866,0.07450085337157515
2006-2010,HCI,BD,1,0.3333333333333333,1889,1650.3166666666666,0.0005293806246691371,0.00020198143790585644
2006-2010,HCI,BE,27,22.0,1889,1650.3166666666666,0.014293276866066702,0.013330774901786526
2006-2010,HCI,BM,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,BR,36,31.333333333333332,1889,1650.3166666666666,0.019057702488088937,0.018986255163150507
2006-2010,HCI,CA,464,355.56666666666666,1889,1650.3166666666666,0.2456326098464796,0.21545359981417708
2006-2010,HCI,CH,97,73.45,1889,1650.3166666666666,0.0513499205929063,0.04450660984255547
2006-2010,HCI,CL,5,4.0,1889,1650.3166666666666,0.0026469031233456856,0.0024237772548702774
2006-2010,HCI,CM,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,CN,106,74.58333333333333,1889,1650.3166666666666,0.056114346214928536,0.04519334673143538
2006-2010,HCI,CO,8,5.333333333333333,1889,1650.3166666666666,0.004235044997353097,0.003231703006493703
2006-2010,HCI,CY,4,1.8333333333333333,1889,1650.3166666666666,0.0021175224986765486,0.0011108979084822105
2006-2010,HCI,CZ,17,11.083333333333334,1889,1650.3166666666666,0.008999470619375331,0.006715882810369727
2006-2010,HCI,DE,450,366.23333333333335,1889,1650.3166666666666,0.2382212811011117,0.2219170058271645
2006-2010,HCI,DK,78,68.5,1889,1650.3166666666666,0.04129168872419269,0.0415071854896535
2006-2010,HCI,DO,1,0.3333333333333333,1889,1650.3166666666666,0.0005293806246691371,0.00020198143790585644
2006-2010,HCI,DZ,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,EG,3,2.0,1889,1650.3166666666666,0.0015881418740074113,0.0012118886274351387
2006-2010,HCI,ES,64,53.666666666666664,1889,1650.3166666666666,0.03388035997882478,0.032519011502842886
2006-2010,HCI,FI,95,75.75,1889,1650.3166666666666,0.05029115934356802,0.04590028176410588
2006-2010,HCI,FR,274,226.75,1889,1650.3166666666666,0.14505029115934356,0.13739787313545887
2006-2010,HCI,GB,619,477.25,1889,1650.3166666666666,0.3276866066701959,0.28918692372171
2006-2010,HCI,GR,11,9.0,1889,1650.3166666666666,0.005823186871360508,0.005453498823458125
2006-2010,HCI,HK,39,28.25,1889,1650.3166666666666,0.020645844362096346,0.017117926862521334
2006-2010,HCI,HR,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,HU,9,6.583333333333333,1889,1650.3166666666666,0.004764425622022234,0.0039891333986406645
2006-2010,HCI,IE,55,44.166666666666664,1889,1650.3166666666666,0.029115934356802542,0.02676254052252598
2006-2010,HCI,IL,63,46.916666666666664,1889,1650.3166666666666,0.03335097935415564,0.028428887385249294
2006-2010,HCI,IN,40,23.5,1889,1650.3166666666666,0.021175224986765485,0.01423969137236288
2006-2010,HCI,IT,66,54.333333333333336,1889,1650.3166666666666,0.03493912122816305,0.0329229743786546
2006-2010,HCI,JP,601,542.75,1889,1650.3166666666666,0.3181577554261514,0.32887627627021077
2006-2010,HCI,KH,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,KR,125,105.81666666666666,1889,1650.3166666666666,0.06617257808364214,0.06411900746321413
2006-2010,HCI,LB,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,LU,3,2.5,1889,1650.3166666666666,0.0015881418740074113,0.0015148607842939235
2006-2010,HCI,LV,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,MK,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,MO,5,2.5,1889,1650.3166666666666,0.0026469031233456856,0.0015148607842939235
2006-2010,HCI,MT,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,MX,16,13.75,1889,1650.3166666666666,0.008470089994706194,0.00833173431361658
2006-2010,HCI,MY,2,1.0,1889,1650.3166666666666,0.0010587612493382743,0.0006059443137175694
2006-2010,HCI,NL,95,67.75,1889,1650.3166666666666,0.05029115934356802,0.041052727254365325
2006-2010,HCI,NO,9,8.5,1889,1650.3166666666666,0.004764425622022234,0.00515052666659934
2006-2010,HCI,NZ,62,41.75,1889,1650.3166666666666,0.0328215987294865,0.02529817509770852
2006-2010,HCI,PA,2,1.0,1889,1650.3166666666666,0.0010587612493382743,0.0006059443137175694
2006-2010,HCI,PH,2,1.0,1889,1650.3166666666666,0.0010587612493382743,0.0006059443137175694
2006-2010,HCI,PK,4,3.5,1889,1650.3166666666666,0.0021175224986765486,0.002120805098011493
2006-2010,HCI,PL,7,6.25,1889,1650.3166666666666,0.0037056643726839597,0.0037871519607348084
2006-2010,HCI,PS,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,PT,16,12.833333333333334,1889,1650.3166666666666,0.008470089994706194,0.007776285359375474
2006-2010,HCI,QA,2,0.8333333333333333,1889,1650.3166666666666,0.0010587612493382743,0.0005049535947646411
2006-2010,HCI,RS,1,0.3333333333333333,1889,1650.3166666666666,0.0005293806246691371,0.00020198143790585644
2006-2010,HCI,RU,6,3.6666666666666665,1889,1650.3166666666666,0.0031762837480148226,0.002221795816964421
2006-2010,HCI,SA,5,4.333333333333333,1889,1650.3166666666666,0.0026469031233456856,0.002625758692776134
2006-2010,HCI,SE,93,67.0,1889,1650.3166666666666,0.04923239809422975,0.04059826901907715
2006-2010,HCI,SG,56,42.75,1889,1650.3166666666666,0.029645314981471677,0.02590411941142609
2006-2010,HCI,SI,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,SK,2,2.0,1889,1650.3166666666666,0.0010587612493382743,0.0012118886274351387
2006-2010,HCI,SS,2,0.75,1889,1650.3166666666666,0.0010587612493382743,0.00045445823528817705
2006-2010,HCI,TH,1,1.0,1889,1650.3166666666666,0.0005293806246691371,0.0006059443137175694
2006-2010,HCI,TR,10,7.333333333333333,1889,1650.3166666666666,0.005293806246691371,0.004443591633928842
2006-2010,HCI,TV,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,TW,53,46.416666666666664,1889,1650.3166666666666,0.028057173107464268,0.02812591522839051
2006-2010,HCI,TZ,1,0.5,1889,1650.3166666666666,0.0005293806246691371,0.0003029721568587847
2006-2010,HCI,US,3598,3272.483333333333,1889,1650.3166666666666,1.9047114875595552,1.9829426675688504
2006-2010,HCI,ZA,16,10.666666666666666,1889,1650.3166666666666,0.008470089994706194,0.006463406012987406
2006-2010,IA / ML,AE,8,4.75,9144,8021.990476190476,0.0008748906386701663,0.0005921223683944966
2006-2010,IA / ML,AF,1,0.3333333333333333,9144,8021.990476190476,0.00010936132983377078,4.155244690487695e-05
2006-2010,IA / ML,AR,29,18.666666666666668,9144,8021.990476190476,0.0031714785651793527,0.0023269370266731093
2006-2010,IA / ML,AT,221,162.58333333333334,9144,8021.990476190476,0.024168853893263342,0.020267205977853735
2006-2010,IA / ML,AU,758,615.5833333333334,9144,8021.990476190476,0.08289588801399825,0.07673698132158151
2006-2010,IA / ML,BD,5,3.5,9144,8021.990476190476,0.0005468066491688539,0.000436300692501208
2006-2010,IA / ML,BE,262,193.48333333333332,9144,8021.990476190476,0.028652668416447945,0.024119117805935824
2006-2010,IA / ML,BG,7,4.416666666666667,9144,8021.990476190476,0.0007655293088363954,0.0005505699214896196
2006-2010,IA / ML,BI,8,3.1666666666666665,9144,8021.990476190476,0.0008748906386701663,0.00039474824559633103
2006-2010,IA / ML,BM,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,BN,7,3.8333333333333335,9144,8021.990476190476,0.0007655293088363954,0.00047785313940608496
2006-2010,IA / ML,BR,165,128.0,9144,8021.990476190476,0.01804461942257218,0.01595613961147275
2006-2010,IA / ML,BS,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,BY,5,2.333333333333333,9144,8021.990476190476,0.0005468066491688539,0.0002908671283341386
2006-2010,IA / ML,CA,1309,1085.1833333333334,9144,8021.990476190476,0.14315398075240596,0.13527606852117216
2006-2010,IA / ML,CH,727,515.8166666666666,9144,8021.990476190476,0.07950568678915136,0.06430033396295183
2006-2010,IA / ML,CL,20,14.833333333333334,9144,8021.990476190476,0.0021872265966754157,0.0018490838872670245
2006-2010,IA / ML,CN,2079,1630.8333333333333,9144,8021.990476190476,0.22736220472440946,0.20329534648211048
2006-2010,IA / ML,CO,22,13.166666666666666,9144,8021.990476190476,0.002405949256342957,0.0016413216527426395
2006-2010,IA / ML,CU,4,2.0,9144,8021.990476190476,0.0004374453193350831,0.0002493146814292617
2006-2010,IA / ML,CY,7,4.5,9144,8021.990476190476,0.0007655293088363954,0.0005609580332158388
2006-2010,IA / ML,CZ,137,105.39285714285714,9144,8021.990476190476,0.014982502187226597,0.013137993301745558
2006-2010,IA / ML,DE,2246,1800.2761904761905,9144,8021.990476190476,0.24562554680664916,0.22441764245662815
2006-2010,IA / ML,DJ,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,DK,115,82.86666666666666,9144,8021.990476190476,0.012576552930883639,0.01032993830055241
2006-2010,IA / ML,DZ,7,3.6666666666666665,9144,8021.990476190476,0.0007655293088363954,0.0004570769159536464
2006-2010,IA / ML,EE,7,5.333333333333333,9144,8021.990476190476,0.0007655293088363954,0.0006648391504780312
2006-2010,IA / ML,EG,23,14.833333333333334,9144,8021.990476190476,0.002515310586176728,0.0018490838872670245
2006-2010,IA / ML,ES,816,647.0261904761904,9144,8021.990476190476,0.08923884514435695,0.08065656427748011
2006-2010,IA / ML,ET,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,FI,200,143.16666666666666,9144,8021.990476190476,0.021872265966754154,0.017846775945644648
2006-2010,IA / ML,FR,1887,1506.3,9144,8021.990476190476,0.20636482939632547,0.18777135231844844
2006-2010,IA / ML,GB,1890,1465.259523809524,9144,8021.990476190476,0.20669291338582677,0.1826553556948816
2006-2010,IA / ML,GF,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,GH,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,GR,214,173.53333333333333,9144,8021.990476190476,0.023403324584426947,0.02163220385867894
2006-2010,IA / ML,HK,380,277.0333333333333,9144,8021.990476190476,0.0415573053368329,0.03453423862264323
2006-2010,IA / ML,HR,8,5.5,9144,8021.990476190476,0.0008748906386701663,0.0006856153739304697
2006-2010,IA / ML,HU,36,27.916666666666668,9144,8021.990476190476,0.003937007874015748,0.003480017428283445
2006-2010,IA / ML,IE,131,113.33333333333333,9144,8021.990476190476,0.014326334208223972,0.014127831947658162
2006-2010,IA / ML,IL,312,253.78333333333333,9144,8021.990476190476,0.03412073490813648,0.03163595545102807
2006-2010,IA / ML,IN,305,243.33333333333334,9144,8021.990476190476,0.03335520559930009,0.030333286240560173
2006-2010,IA / ML,IR,93,79.75,9144,8021.990476190476,0.010170603674540682,0.009941422921991811
2006-2010,IA / ML,IS,9,6.0,9144,8021.990476190476,0.000984251968503937,0.0007479440442877851
2006-2010,IA / ML,IT,777,622.0095238095238,9144,8021.990476190476,0.08497375328083989,0.0775380531372691
2006-2010,IA / ML,JM,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,JO,7,3.333333333333333,9144,8021.990476190476,0.0007655293088363954,0.00041552446904876946
2006-2010,IA / ML,JP,2766,2469.1,9144,8021.990476190476,0.30249343832021,0.307791439958495
2006-2010,IA / ML,KE,2,0.8333333333333333,9144,8021.990476190476,0.00021872265966754156,0.00010388111726219236
2006-2010,IA / ML,KH,3,1.5,9144,8021.990476190476,0.00032808398950131233,0.00018698601107194627
2006-2010,IA / ML,KP,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,KR,685,593.1833333333333,9144,8021.990476190476,0.07491251093613298,0.07394465688957377
2006-2010,IA / ML,KW,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,LB,7,3.3333333333333335,9144,8021.990476190476,0.0007655293088363954,0.0004155244690487695
2006-2010,IA / ML,LK,2,1.5,9144,8021.990476190476,0.00021872265966754156,0.00018698601107194627
2006-2010,IA / ML,LT,2,2.0,9144,8021.990476190476,0.00021872265966754156,0.0002493146814292617
2006-2010,IA / ML,LU,18,9.416666666666666,9144,8021.990476190476,0.001968503937007874,0.0011738566250627737
2006-2010,IA / ML,LV,2,0.8333333333333333,9144,8021.990476190476,0.00021872265966754156,0.00010388111726219236
2006-2010,IA / ML,MA,5,3.0,9144,8021.990476190476,0.0005468066491688539,0.00037397202214389254
2006-2010,IA / ML,ME,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,MK,3,1.5,9144,8021.990476190476,0.00032808398950131233,0.00018698601107194627
2006-2010,IA / ML,MO,9,8.5,9144,8021.990476190476,0.000984251968503937,0.0010595873960743622
2006-2010,IA / ML,MT,2,2.0,9144,8021.990476190476,0.00021872265966754156,0.0002493146814292617
2006-2010,IA / ML,MX,148,114.83333333333333,9144,8021.990476190476,0.016185476815398076,0.01431481795873011
2006-2010,IA / ML,MY,19,14.0,9144,8021.990476190476,0.0020778652668416446,0.001745202770004832
2006-2010,IA / ML,NC,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,NG,11,6.083333333333333,9144,8021.990476190476,0.0012029746281714785,0.0007583321560140044
2006-2010,IA / ML,NL,549,416.68333333333334,9144,8021.990476190476,0.060039370078740155,0.051942636253441435
2006-2010,IA / ML,NO,111,81.64285714285714,9144,8021.990476190476,0.012139107611548556,0.010177381459773075
2006-2010,IA / ML,NP,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,NZ,88,63.666666666666664,9144,8021.990476190476,0.009623797025371828,0.007936517358831498
2006-2010,IA / ML,OM,2,0.6666666666666666,9144,8021.990476190476,0.00021872265966754156,8.31048938097539e-05
2006-2010,IA / ML,PA,1,0.5,9144,8021.990476190476,0.00010936132983377078,6.232867035731542e-05
2006-2010,IA / ML,PH,2,1.0,9144,8021.990476190476,0.00021872265966754156,0.00012465734071463085
2006-2010,IA / ML,PK,35,23.5,9144,8021.990476190476,0.0038276465441819773,0.002929447506793825
2006-2010,IA / ML,PL,80,55.86666666666667,9144,8021.990476190476,0.008748906386701663,0.006964190101257377
2006-2010,IA / ML,PR,2,1.0,9144,8021.990476190476,0.00021872265966754156,0.00012465734071463085
2006-2010,IA / ML,PS,3,1.5,9144,8021.990476190476,0.00032808398950131233,0.00018698601107194627
2006-2010,IA / ML,PT,222,183.16666666666666,9144,8021.990476190476,0.024278215223097113,0.022833069574229883
2006-2010,IA / ML,PY,1,1.0,9144,8021.990476190476,0.00010936132983377078,0.00012465734071463085
2006-2010,IA / ML,QA,1,0.3333333333333333,9144,8021.990476190476,0.00010936132983377078,4.155244690487695e-05
2006-2010,IA / ML,RO,31,21.642857142857142,9144,8021.990476190476,0.003390201224846894,0.002697941016895225
2006-2010,IA / ML,RS,6,3.833333333333333,9144,8021.990476190476,0.0006561679790026247,0.0004778531394060849
