scenario,window,country_code,count,eu_den,share,rank
historical_Astar_A,2021-2025,IT,4069,47038,0.08650452825375228,4
historical_Astar_only,2001-2005,LV,2,5071,0.00039439952672056796,26
historical_Astar_only,2001-2005,GB,1258,5071,0.24807730230723724,1
historical_Astar_only,2001-2005,RO,10,5071,0.0019719976336028395,19
historical_Astar_only,2001-2005,SK,5,5071,0.0009859988168014198,23
historical_Astar_only,2001-2005,DK,107,5071,0.021100374679550383,12
historical_Astar_only,2001-2005,FI,124,5071,0.024452770656675213,9
historical_Astar_only,2001-2005,IE,60,5071,0.011831985801617038,14
historical_Astar_only,2001-2005,DE,1126,5071,0.22204693354367974,2
historical_Astar_only,2001-2005,BG,6,5071,0.0011831985801617037,21
historical_Astar_only,2001-2005,ES,293,5071,0.057779530664563206,6
historical_Astar_only,2001-2005,HR,4,5071,0.0007887990534411359,24
historical_Astar_only,2001-2005,GR,116,5071,0.02287517254979294,10
historical_Astar_only,2001-2005,NL,317,5071,0.06251232498521002,5
historical_Astar_only,2001-2005,PT,85,5071,0.016761979885624136,13
historical_Astar_only,2001-2005,CY,10,5071,0.0019719976336028395,19
historical_Astar_only,2001-2005,PL,53,5071,0.01045158745809505,15
historical_Astar_only,2001-2005,AT,126,5071,0.02484717018339578,8
historical_Astar_only,2001-2005,BE,111,5071,0.02188917373299152,11
historical_Astar_only,2001-2005,LU,6,5071,0.0011831985801617037,21
historical_Astar_only,2001-2005,FR,936,5071,0.18457897850522578,3
historical_Astar_only,2001-2005,HU,35,5071,0.006901991717609939,16
historical_Astar_only,2001-2005,CZ,33,5071,0.006507592190889371,17
historical_Astar_only,2001-2005,SI,28,5071,0.005521593374087951,18
historical_Astar_only,2001-2005,MT,1,5071,0.00019719976336028398,27
historical_Astar_only,2001-2005,EE,3,5071,0.0005915992900808519,25
historical_Astar_only,2001-2005,SE,225,5071,0.04436994675606389,7
historical_Astar_only,2001-2005,LT,0,5071,0.0,28
historical_Astar_only,2001-2005,IT,554,5071,0.10924866890159732,4
historical_Astar_only,2006-2010,LV,5,7550,0.0006622516556291391,25
historical_Astar_only,2006-2010,GB,1941,7550,0.2570860927152318,1
historical_Astar_only,2006-2010,RO,6,7550,0.0007947019867549669,24
historical_Astar_only,2006-2010,SK,8,7550,0.0010596026490066225,23
historical_Astar_only,2006-2010,DK,185,7550,0.024503311258278145,12
historical_Astar_only,2006-2010,FI,189,7550,0.025033112582781458,11
historical_Astar_only,2006-2010,IE,114,7550,0.015099337748344372,13
historical_Astar_only,2006-2010,DE,1800,7550,0.23841059602649006,2
historical_Astar_only,2006-2010,BG,0,7550,0.0,28
historical_Astar_only,2006-2010,ES,486,7550,0.06437086092715232,6
historical_Astar_only,2006-2010,HR,10,7550,0.0013245033112582781,22
historical_Astar_only,2006-2010,GR,197,7550,0.02609271523178808,10
historical_Astar_only,2006-2010,NL,515,7550,0.06821192052980132,5
historical_Astar_only,2006-2010,PT,114,7550,0.015099337748344372,13
historical_Astar_only,2006-2010,CY,20,7550,0.0026490066225165563,19
historical_Astar_only,2006-2010,PL,78,7550,0.01033112582781457,15
historical_Astar_only,2006-2010,AT,212,7550,0.0280794701986755,8
historical_Astar_only,2006-2010,BE,209,7550,0.027682119205298013,9
historical_Astar_only,2006-2010,LU,19,7550,0.0025165562913907285,20
historical_Astar_only,2006-2010,FR,1401,7550,0.18556291390728477,3
historical_Astar_only,2006-2010,HU,48,7550,0.006357615894039735,17
historical_Astar_only,2006-2010,CZ,73,7550,0.00966887417218543,16
historical_Astar_only,2006-2010,SI,25,7550,0.0033112582781456954,18
historical_Astar_only,2006-2010,MT,3,7550,0.00039735099337748344,26
historical_Astar_only,2006-2010,EE,11,7550,0.001456953642384106,21
historical_Astar_only,2006-2010,SE,243,7550,0.03218543046357616,7
historical_Astar_only,2006-2010,LT,1,7550,0.00013245033112582781,27
historical_Astar_only,2006-2010,IT,761,7550,0.10079470198675497,4
historical_Astar_only,2011-2015,LV,6,9745,0.0006157003591585428,26
historical_Astar_only,2011-2015,GB,2679,9745,0.27491021036428936,1
historical_Astar_only,2011-2015,RO,26,9745,0.002668034889687019,19
