venue,conference_name,core_year,level,source_files,n_raw_rows,had_conflict,level_raw_values,policy_2010
PODC,ACM Symposium on Principles of Distributed Computing,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
RTSS,Real Time Systems Symposium,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SIGMETRICS,Measurement and Modeling of Computer Systems,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SIGMOD,ACM Special Interest Group on Management of Data Conference,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SODA,ACM/SIAM Symposium on Discrete Algorithms,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
SP,IEEE Symposium on Security and Privacy,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
STOC,ACM Symposium on Theory of Computing,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
UAI,Conference in Uncertainty in Artificial Intelligence,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
USENIX-Security,Usenix Security Symposium,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
VLDB,International Conference on Very Large Databases,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
WSDM,ACM International Conference on Web Search and Data Mining,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
WWW,International World Wide Web Conference,2020,A*,COREAstar-2020.csv,1,False,A*,infer_2008_2013
AIED,International Conference on Artificial Intelligence in Education,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
AISTATS,International Conference on Artificial Intelligence and Statistics,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ALENEX,Workshop on Algorithm Engineering and Experiments,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
AsiaCCS,"Asia Conference on Information, Computer and Communications Security",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
BPM,International Conference in Business Process Management,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CADE,International Conference on Automated Deduction,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CCC,IEEE Conference on Computational Complexity,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CGO,International Symposium on Code Generation and Optimization,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CIDR,Conference on Innovative Data Systems Research,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CIKM,ACM International Conference on Information and Knowledge Management,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CLUSTER,IEEE International Conference on Cluster Computing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
COLING,International Conference on Computational Linguistics,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CONCUR,International Conference on Concurrency Theory,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CP,International Conference on Principles and Practice of Constraint Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CSCW,ACM Conference on Computer Supported Cooperative Work,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CaiSE,International Conference on Advanced Information Systems Engineering,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CoNLL,Conference on Computational Natural Language Learning,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
CogSci,Annual Meeting of the Cognitive Science Society,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
DIS,Designing Interactive Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
DISC,International Symposium on Distributed Computing (was WDAG),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
DSAA,IEEE International Conference on Data Science and Advanced Analytics,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
EACL,European Association for Computational Linguistics,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
EASE,International Conference on Evaluation and Assessment in Software Engineering,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECAI,European Conference on Artificial Intelligence,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECIR,European Conference on Information Retrieval,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECOOP,European Conference on Object-Oriented Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECRTS,Euromicro Conference on Real-Time Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ECSA,European Conference on Software Architecture,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
EDBT,Extending Database Technology,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
EMNLP,Empirical Methods in Natural Language Processing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ER,International Conference on Conceptual Modelling,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ESA,European Symposium on Algorithms,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ESEM,International Symposium on Empirical Software Engineering and Measurement,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ESOP,European Symposium on Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ESORICS,European Symposium On Research In Computer Security,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ESWC,Extended Semantic Web Conference (was European Semantic Web Conference),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
EuroSys,Eurosys Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
FAST,Conference on File and Storage Technologies,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
FC,Financial Cryptography and Data Security Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
FM,International Symposium on Formal Methods (was Formal Methods Europe FME),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
FOGA,Foundations of Genetic Algorithms,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
FOSSACS,Foundations of Software Science and Computational Structures,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
GD,Graph Drawing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
GECCO,Genetic and Evolutionary Computations,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
HPDC,ACM International Symposium on High Performance Distributed Computing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICALP,International Colloquium on Automata Languages and Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICCS,International Conference on Computational Science,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICDAR,IEEE International Conference on Document Analysis and Recognition,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICDCS,International Conference on Distributed Computing Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICDT,International Conference on Database Theory,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICFP,International Conference on Functional Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICLP,International Conference on Logic Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICME,IEEE International Conference on Multimedia and Expo,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICNP,International Conference on Network Protocols,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICPC,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICPP,International Conference on Parallel Processing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICS,ACM International Conference on Supercomputing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICSA,International Conference on Software Architecture (was previously WICSA),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICSOC,International Conference on Service Oriented Computing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICST,"International Conference on Software Testing, Verification and Validation",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ICWS,IEEE International Conference on Web Services,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IEEE VIS,IEEE Visualization,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IJCAR,International Joint Conference on Automated Reasoning,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IMC,Internet Measurement Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IPCO,Conference on Integer Programming and Combinatorial Optimization,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISAAC,International Symposium on Algorithms and Computation,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISRR,International Symposium on Robotics Research,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISSAC,International Symposium on Symbolic and Algebraic Computation,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISSRE,International Symposium on Software Reliability Engineering,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISSTA,International Symposium on Software Testing and Analysis,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ISWC,International Semantic Web Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ITCS,Innovations in Theoretical Computer Science,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
IUI,International Conference on Intelligent User Interfaces,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
Interspeech,Interspeech (combined EuroSpeech and ICSLP in 2000),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
JELIA,"Logics in Artificial Intelligence, European Conference",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
LAK,International Conference on Learning Analytics and Knowledge,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
LPAR,Logic Programming and Automated Reasoning,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MFCS,International Symposium on Mathematical Foundations of Computer Science,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MSR,IEEE International Working Conference on Mining Software Repositories,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
Middleware,ACM/IFIP/USENIX International Middleware Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
NAACL,North American Association for Computational Linguistics,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
PETS,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
PPSN,Parallel Problem Solving from Nature,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
PPoPP,Principles and Practice of Parallel Programming,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
RANDOM,International Workshop on Randomization and Computation,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
RE,IEEE International Requirements Engineering Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
RecSys,ACM International Conference on Recommender Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SAT,International Conference on Theory and Applications of Satisfiability Testing,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SDM,SIAM International Conference on Data Mining,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SIGSPATIAL,ACM International Conference on Advances in Geographic Information Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SPAA,Symposium on Parallelism in Algorithms and Architectures,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
STACS,International Symposium on Theoretical Aspects of Computer Science,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
SoCG,International Symposium on Computational Geometry,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
TARK,Theoretical Aspects of Rationality and Knowledge,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
TCC,Theory of Cryptography Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
TEI,"Tangible, Embedded, and Embodied Interaction",2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
UAI,Conference in Uncertainty in Artificial Intelligence,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
USENIX,Usenix Annual Technical Conference,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
VRST,ACM Virtual Reality Software and Technology,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
WACV,IEEE Workshop on Applications of Computer Vision,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2021,A,COREA-2021.csv,1,False,A,infer_2008_2013
AAAI,National Conference of the American Association for Artificial Intelligence,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ACL,Association for Computational Linguistics,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ACMMM,ACM Multimedia,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ASE,Automated Software Engineering Conference,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
CAV,Computer Aided Verification,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
CCS,ACM Conference on Computer and Communications Security,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
CHI,International Conference on Human Factors in Computing Systems,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
COLT,Conference on Learning Theory,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
CRYPTO,Advances in Cryptology,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
EC,ACM Conference on Economics and Computation,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ECCV,European Conference on Computer Vision,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
FOCS,IEEE Symposium on Foundations of Computer Science,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
HPCA,International Symposium on High Performance Computer Architecture,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICAPS,International Conference on Automated Planning and Scheduling,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICCV,IEEE International Conference on Computer Vision,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICDE,International Conference on Data Engineering,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICDM,IEEE International Conference on Data Mining,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICLR,International Conference on Learning Representations,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICML,International Conference on Machine Learning,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ICSE,International Conference on Software Engineering,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
IJCAI,International Joint Conference on Artificial Intelligence,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
INFOCOM,IEEE International Conference on Computer Communications,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
IPSN,Information Processing in Sensor Networks,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ISCA,ACM International Symposium on Computer Architecture,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
LICS,IEEE Symposium on Logic in Computer Science,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
MOBICOM,ACM International Conference on Mobile Computing and Networking,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
NDSS,Usenix Network and Distributed System Security Symposium,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
PODC,ACM Symposium on Principles of Distributed Computing,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
RTSS,Real Time Systems Symposium,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SIGMETRICS,Measurement and Modeling of Computer Systems,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SIGMOD,ACM Special Interest Group on Management of Data Conference,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SODA,ACM/SIAM Symposium on Discrete Algorithms,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
SP,IEEE Symposium on Security and Privacy,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
STOC,ACM Symposium on Theory of Computing,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
UIST,ACM Symposium on User Interface Software and Technology,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
USENIX-Security,Usenix Security Symposium,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
VLDB,International Conference on Very Large Databases,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
WSDM,ACM International Conference on Web Search and Data Mining,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
WWW,International World Wide Web Conference,2021,A*,COREAstar-2021.csv,1,False,A*,infer_2008_2013
ACSAC,Annual Computer Security Applications Conference,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
AIED,International Conference on Artificial Intelligence in Education,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
AISTATS,International Conference on Artificial Intelligence and Statistics,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ALENEX,Workshop on Algorithm Engineering and Experiments,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
AsiaCCS,"Asia Conference on Information, Computer and Communications Security",2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
BMVC,British Machine Vision Conference,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
BPM,International Conference in Business Process Management,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CADE,International Conference on Automated Deduction,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CCC,IEEE Conference on Computational Complexity,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CGO,International Symposium on Code Generation and Optimization,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CIDR,Conference on Innovative Data Systems Research,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CIKM,ACM International Conference on Information and Knowledge Management,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CONCUR,International Conference on Concurrency Theory,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CP,International Conference on Principles and Practice of Constraint Programming,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CSCW,ACM Conference on Computer Supported Cooperative Work,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CaiSE,International Conference on Advanced Information Systems Engineering,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
DIS,Designing Interactive Systems,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
DISC,International Symposium on Distributed Computing (was WDAG),2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
EACL,European Association for Computational Linguistics,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
EASE,International Conference on Evaluation and Assessment in Software Engineering,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ECAI,European Conference on Artificial Intelligence,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ECIR,European Conference on Information Retrieval,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ECOOP,European Conference on Object-Oriented Programming,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ECSA,European Conference on Software Architecture,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
EDBT,Extending Database Technology,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ER,International Conference on Conceptual Modelling,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ESA,European Symposium on Algorithms,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ESEM,International Symposium on Empirical Software Engineering and Measurement,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ESOP,European Symposium on Programming,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
ESORICS,European Symposium On Research In Computer Security,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
EuroS&P,IEEE European Symposium on Security and Privacy,2023,A,COREA-2023.csv,1,False,A,infer_2008_2013
