venue,conference_name,core_year,level,source_files,n_raw_rows,had_conflict,level_raw_values,policy_2010
TPDL,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
TrustCom,"International Conference on Trust, Security and Privacy in Computing and Communications",2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
UIST,ACM Symposium on User Interface Software and Technology,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
USENIX,Usenix Annual Technical Conference,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
USITS,Unix Symposium on Internet Technologies,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
VEE,International Conference on Virtual Execution Environments,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
VLSI,Symposia on VLSI Technology and Circuits,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
VRST,ACM Virtual Reality Software and Technology,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
WACV,IEEE Workshop on Applications of Computer Vision,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
WISE,International Conference on Web Information Systems Engineering,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
e-Science,IEEE International Conference on e-Science and Grid Computing,2017,A,COREA-2017.csv,1,False,A,infer_2008_2013
AAAI,National Conference of the American Association for Artificial Intelligence,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ACL,Association for Computational Linguistics,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ACMMM,ACM Multimedia,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
CAV,Computer Aided Verification,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
CCS,ACM Conference on Computer and Communications Security,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
CHI,International Conference on Human Factors in Computing Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
COLT,Conference on Learning Theory,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
CRYPTO,Advances in Cryptology,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
DCC,Data Compression Conference,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
FOCS,IEEE Symposium on Foundations of Computer Science,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
FOGA,Foundations of Genetic Algorithms,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
HPCA,International Symposium on High Performance Computer Architecture,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICAPS,International Conference on Automated Planning and Scheduling,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICCV,IEEE International Conference on Computer Vision,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICDE,International Conference on Data Engineering,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICDM,IEEE International Conference on Data Mining,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICFP,International Conference on Functional Programming,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICIS,International Conference on Information Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICML,International Conference on Machine Learning,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ICSE,International Conference on Software Engineering,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
IEEE InfoVis,IEEE Information Visualization Conference,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
IJCAI,International Joint Conference on Artificial Intelligence,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
IJCAR,International Joint Conference on Automated Reasoning,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
INFOCOM,IEEE International Conference on Computer Communications,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
IPSN,Information Processing in Sensor Networks,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ISCA,ACM International Symposium on Computer Architecture,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ISSAC,International Symposium on Symbolic and Algebraic Computation,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ISWC,International Semantic Web Conference,2017,A*,COREA-2017.csv|COREAstar-2017.csv,2,True,A|A*,infer_2008_2013
JCDL,ACM Conference on Digital Libraries,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
LICS,IEEE Symposium on Logic in Computer Science,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
MOBICOM,ACM International Conference on Mobile Computing and Networking,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
PODC,ACM Symposium on Principles of Distributed Computing,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
RSS,Robotics: Science and Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
RTSS,Real Time Systems Symposium,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SIGMETRICS,Measurement and Modeling of Computer Systems,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SIGMOD,ACM Special Interest Group on Management of Data Conference,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SODA,ACM/SIAM Symposium on Discrete Algorithms,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
SP,IEEE Symposium on Security and Privacy,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
STOC,ACM Symposium on Theory of Computing,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
UAI,Conference in Uncertainty in Artificial Intelligence,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
USENIX-Security,Usenix Security Symposium,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
VLDB,International Conference on Very Large Databases,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
WSDM,ACM International Conference on Web Search and Data Mining,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
WWW,International World Wide Web Conference,2017,A*,COREAstar-2017.csv,1,False,A*,infer_2008_2013
ACSAC,Annual Computer Security Applications Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AFIPS,American Federation of Information Processing Societies,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AID,International Conference on AI in Design,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AIED,International Conference on Artificial Intelligence in Education,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AIIM,Artificial Intelligence in Medicine,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AISTATS,International Conference on Artificial Intelligence and Statistics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ALENEX,Workshop on Algorithm Engineering and Experiments,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ALIFE,International Conference on the Simulation and Synthesis of Living Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AMCIS,Americas Conference on Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AMIA,American Medical Informatics Annual Fall Symposium,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AOSD,Aspect-Oriented Software Development,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
APCOMin,Application of Computers and Operations Research in the Minerals Industries,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ASAP,"International Conference on Application-specific Systems, Architectures and Processors",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ASE,Automated Software Engineering Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ATVA,International Symposium on Automated Technology for Verification and Analysis,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AiML,Advances in Modal Logic,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
BPM,International Conference in Business Process Management,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
BuildSys,ACM International Conference on Systems for Energy-Efficient Built Environments,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CADE,International Conference on Automated Deduction,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CC,International Conference on Compiler Construction,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CCC,IEEE Conference on Computational Complexity,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CDC,IEEE Conference on Decision and Control,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CGO,International Symposium on Code Generation and Optimization,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CIDR,Conference on Innovative Data Systems Research,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CIKM,ACM International Conference on Information and Knowledge Management,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CLUSTER,IEEE International Conference on Cluster Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
COCOON,International Conference on Computing and Combinatorics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
COLING,International Conference on Computational Linguistics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CONCUR,International Conference on Concurrency Theory,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CP,International Conference on Principles and Practice of Constraint Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CSB,IEEE Computational Systems Bioinformatics Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CSCL,Computer Supported Collaborative Learning,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CSCW,ACM Conference on Computer Supported Cooperative Work,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CaiSE,International Conference on Advanced Information Systems Engineering,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CoNLL,Conference on Computational Natural Language Learning,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CogSci,Annual Meeting of the Cognitive Science Society,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
CoopIS,International Conference on Cooperative Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
DAC,Design Automation Conf,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
DESRIST,International Conference on Design Science Research in Information Systems and Technology,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
DISC,International Symposium on Distributed Computing (was WDAG),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
DOOD,Deductive and Object-Oriented Databases,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EAAI,Engineering Applications of Artifical Intelligence,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EACL,European Association for Computational Linguistics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EASE,International Conference on Evaluation and Assessment in Software Engineering,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECAI,European Conference on Artificial Intelligence,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECCV,European Conference on Computer Vision,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECIR,European Conference on Information Retrieval,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECIS,European Conference on Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECOOP,European Conference on Object-Oriented Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECRTS,Euromicro Conference on Real-Time Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ECSA,European Conference on Software Architecture,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EDBT,Extending Database Technology,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EMNLP,Empirical Methods in Natural Language Processing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EMSOFT,International Conference on Embedded Software,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ER,International Conference on Conceptual Modelling,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESA,European Symposium on Algorithms,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESEM,International Symposium on Empirical Software Engineering and Measurement,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESOP,European Symposium on Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESORICS,European Symposium On Research In Computer Security,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESQARU,International Joint Conference on Qualitative and Quantitative Practical Reasoning,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ESWC,Extended Semantic Web Conference (was European Semantic Web Conference),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EUROGRAPH,European Graphics Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EWSN,International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EuroPar,International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
EuroSys,Eurosys Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FAST,Conference on File and Storage Technologies,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FCCM,IEEE Symposium on Field Programmable Custom Computing Machines,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FCT,International Symposium on Fundamentals of Computation Theory,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FLOPS,International Symposium on Functional and Logic Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FM,International Symposium on Formal Methods (was Formal Methods Europe FME),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FODO,International Conference on Foundation on Data Organization,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FOIS,International Conference on Formal Ontology in Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FOSSACS,Foundations of Software Science and Computational Structures,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FSR,International Conference on Field and Service Robotics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
FUZZ-IEEE,IEEE International Conference on Fuzzy Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
GD,Graph Drawing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
GECCO,Genetic and Evolutionary Computations,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
GRID,IEEE/ACM International Conference on Grid Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
HICSS,Hawaii International Conference on System Sciences,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
HOTCHIPS (HCS),Symposium on High Performance Chips,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
HOTNETS,ACM Workshop on Hot Topics in Networks,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
HPDC,ACM International Symposium on High Performance Distributed Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Hypertext,ACM Conference on Hypertext and Social Media,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICADL,International Conference of Asian Digital Libraries,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICALP,International Colloquium on Automata Languages and Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICARCV,"International Conference on Control, Automation, Robotics and Vision",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICCCN,International Conference on Computer Communication and Networks,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICCL,IEEE International Conference on Computer Languages,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICCS,International Conference on Computational Science,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICDAR,IEEE International Conference on Document Analysis and Recognition,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICDCS,International Conference on Distributed Computing Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICDT,International Conference on Database Theory,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICLP,International Conference on Logic Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICMCS,IEEE International Conference on Multimedia Computing and Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICNP,International Conference on Network Protocols,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICONIP,International Conference on Neural Information Processing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICPP,International Conference on Parallel Processing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICS,ACM International Conference on Supercomputing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICSC2,International Computer Symposium Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICSOC,International Conference on Service Oriented Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICSPC,International Conference on Security in Pervasive Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICSSP,International Conference on Software and System Processes (was ICSP prior to 2011),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICST,"International Conference on Software Testing, Verification and Validation",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICTL,International Conference on Temporal Logic,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ICWS,IEEE International Conference on Web Services,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IDA,Intelligent Data Analysis,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IEEE Alife,IEEE International Symposium on Artificial Life,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IEEE SSE,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IEEE VIS,IEEE Visualization,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IEEETKDE,IEEE Transactions on Knowledge and Data Engineering,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IJCNN,IEEE International Joint Conference on Neural Networks,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ILPS,International Logic Programming Symposium,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IM,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IMC,Internet Measurement Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IPCO,Conference on Integer Programming and Combinatorial Optimization,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISAAC,International Symposium on Algorithms and Computation,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISD,International Conference on Information Systems Development,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISMB,Intelligent Systems in Molecular Biology,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISMM,International Symposium on Memory Management,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISR,International Symposium on Robotics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISRR,International Symposium on Robotics Research,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISS,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISSCC,IEEE International Solid-State Circuits Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISSRE,International Symposium on Software Reliability Engineering,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ISSTA,International Symposium on Software Testing and Analysis,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ITCS,Innovations in Theoretical Computer Science,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ITS,International Conference on Intelligent Tutoring Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
IUI,International Conference on Intelligent User Interfaces,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Interact,IFIP TC13 Conference on Human-Computer Interaction,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Interspeech,Interspeech (combined EuroSpeech and ICSLP in 2000),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
JELIA,"Logics in Artificial Intelligence, European Conference",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
K-CAP,Knowledge capture,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
LCN,IEEE Conference on Local Computer Networks,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
LCTES,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
LPAR,Logic Programming and Automated Reasoning,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
LPNMR,International Conference on Logic Programming and Non-monotonic Reasoning,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MASCOTS,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MATES ENASE,"Net Object Days (Includings MATES, ENASE etc.)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MFCS,International Symposium on Mathematical Foundations of Computer Science,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MICRO,International Symposium on Microarchitecture,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MMCN,ACM/SPIE Multimedia Computing and Networking,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MSR,IEEE International Working Conference on Mining Software Repositories,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
MassPar,Symposium on Frontiers of Massively Parallel Processing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Middleware,ACM/IFIP/USENIX International Middleware Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Mobiquitous,International Conference on Mobile and Ubiquitous Systems: Networks and Services,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
NAACL,North American Association for Computational Linguistics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
NCA,IEEE International Symposium on Network Computing and Applications,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
NOSSDAV,Network and Operating System Support for Digital Audio and Video,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
NetStore,Network Storage Symposium,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
Networking,IFIP International Conference on Networking,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
OCIS,AoM Organizational Communication and Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
OPENARCH,IEEE Conference on Open Architecture and Network Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
